supply_source,domain,app_name,country,environment,device_type,line_item_type,creative_size,impressions,viewable_impressions,measurable_impressions,clicks,total_spend_usd,viewability,measurability,ctr,ecpm_usd,vcpm_usd,ecpc_usd,viewable_impressions_est,quality_score,cost_efficiency_score,iab_category,iab_category_secondary,content_type,audience_profile,geo_focus,language,brand_safety_risk,is_app,publisher_tier
appnexus,www.ebay.com,,MX,Web,Mobile,DISPLAY,300x250,4029,900,3938,9,18.7458,0.2285,0.9774,0.0022,4.653,20.829,2.083,921,0.6075,0.0292,IAB22 - Shopping,,shopping,mass_reach,global,en,low,false,premium
sovrn,www.fragrantica.es,,MX,Web,Desktop,DISPLAY,728x90,5455,3113,5359,1,25.3955,0.5809,0.9824,0.0002,4.655,8.158,25.396,3169,0.6052,0.0742,IAB18 - Style & Fashion,IAB9 - Hobbies & Interests,shopping,high_income,global,es,low,false,mid-tier
kidoz,play.google.com,Colorwood Sort Puzzle Game,US,In-app,Mobile,VIDEO,1920x1080,15870,2858,4463,169,138.4512,0.6404,0.2812,0.0106,8.724,48.443,0.819,10163,0.6046,0.0125,IAB19 - Technology & Computing,IAB9 - Hobbies & Interests,technology,mass_reach,global,en,low,true,premium
kidoz,apps.apple.com,Wood Block Away: Color Jam,US,In-app,Mobile,VIDEO,1920x1080,10437,357,456,483,91.0508,0.7829,0.0437,0.0463,8.724,255.044,0.189,8171,0.6046,0.0024,IAB19 - Technology & Computing,IAB9 - Hobbies & Interests,technology,mass_reach,global,en,low,true,premium
kidoz,apps.apple.com,Triviascapes: Quiz & IQ test,US,In-app,Mobile,VIDEO,1300x1280,2727,163,214,58,23.7906,0.7617,0.0785,0.0213,8.724,145.954,0.41,2077,0.6044,0.0041,IAB19 - Technology & Computing,IAB9 - Hobbies & Interests,technology,mass_reach,global,en,low,true,premium
kidoz,apps.apple.com,Tile Journey - Classic Puzzle,US,In-app,Mobile,VIDEO,1300x1280,2079,117,153,46,18.1374,0.7647,0.0736,0.0221,8.724,155.02,0.394,1590,0.6044,0.0039,IAB19 - Technology & Computing,IAB9 - Hobbies & Interests,technology,mass_reach,global,en,low,true,premium
kidoz,play.google.com,Pixel Art - Color by Number,US,In-app,Mobile,VIDEO,1920x1080,14597,2240,3336,2535,127.3452,0.6715,0.2285,0.1737,8.724,56.851,0.05,9802,0.6043,0.0106,IAB19 - Technology & Computing,IAB9 - Hobbies & Interests,technology,mass_reach,global,en,low,true,premium
kidoz,apps.apple.com,Wood Block Away: Color Jam,US,In-app,Mobile,VIDEO,1300x1280,3567,155,200,81,31.1188,0.775,0.0561,0.0227,8.724,200.766,0.384,2764,0.6043,0.003,IAB19 - Technology & Computing,IAB9 - Hobbies & Interests,technology,mass_reach,global,en,low,true,premium
kidoz,apps.apple.com,Tangled Rope: Solve Puzzles!,US,In-app,Mobile,VIDEO,1300x1280,15190,820,1072,1079,132.5188,0.7649,0.0706,0.071,8.724,161.608,0.123,11619,0.6036,0.0037,IAB19 - Technology & Computing,IAB9 - Hobbies & Interests,technology,mass_reach,global,en,low,true,premium
kidoz,play.google.com,We Are Cooking: Taste of Life,US,In-app,Mobile,VIDEO,1920x1080,2669,296,415,73,23.2836,0.7133,0.1555,0.0274,8.724,78.661,0.319,1904,0.6033,0.0077,IAB19 - Technology & Computing,IAB9 - Hobbies & Interests,technology,mass_reach,global,en,low,true,premium
kidoz,play.google.com,Meow - Find The Differences,US,In-app,Mobile,VIDEO,1300x1280,2133,441,738,47,18.6085,0.5976,0.346,0.022,8.724,42.196,0.396,1275,0.6026,0.0143,IAB19 - Technology & Computing,IAB9 - Hobbies & Interests,technology,mass_reach,global,en,low,true,premium
kidoz,apps.apple.com,Shelf Sort Puzzle Game,US,In-app,Mobile,VIDEO,1300x1280,5273,200,258,342,46.0021,0.7752,0.0489,0.0649,8.724,230.01,0.135,4088,0.6023,0.0026,IAB19 - Technology & Computing,IAB9 - Hobbies & Interests,technology,mass_reach,global,en,low,true,premium
kidoz,play.google.com,Island Hoppers: Farm Adventure,US,In-app,Mobile,VIDEO,1920x1080,1315,4,5,119,11.4722,0.8,0.0038,0.0905,8.724,2868.041,0.096,1052,0.6011,0.0002,IAB19 - Technology & Computing,IAB9 - Hobbies & Interests,technology,mass_reach,global,en,low,true,premium
kidoz,apps.apple.com,Word Craze - Trivia crosswords,US,In-app,Mobile,VIDEO,1300x1280,24490,611,781,1211,213.6527,0.7823,0.0319,0.0494,8.724,349.677,0.176,19159,0.6007,0.0017,IAB19 - Technology & Computing,IAB9 - Hobbies & Interests,technology,mass_reach,global,en,low,true,premium
kidoz,play.google.com,Offline Games - No Wifi Games,US,In-app,Mobile,VIDEO,1300x1280,14998,2647,3270,20,130.8438,0.8095,0.218,0.0013,8.724,49.431,6.542,12141,0.6001,0.0121,IAB19 - Technology & Computing,IAB9 - Hobbies & Interests,technology,mass_reach,global,en,low,true,premium
kidoz,apps.apple.com,Christmas Color by Number Game,US,In-app,Mobile,VIDEO,1920x1080,1654,72,94,174,14.4296,0.766,0.0568,0.1052,8.724,200.412,0.083,1267,0.6,0.003,IAB19 - Technology & Computing,IAB9 - Hobbies & Interests,technology,mass_reach,global,en,low,true,premium
kidoz,apps.apple.com,Royal Cooking,US,In-app,Mobile,VIDEO,1920x1080,39551,1516,1973,3273,345.0406,0.7684,0.0499,0.0828,8.724,227.599,0.105,30391,0.5992,0.0026,IAB19 - Technology & Computing,IAB9 - Hobbies & Interests,technology,mass_reach,global,en,low,true,premium
kidoz,play.google.com,Number Crush: Match Ten Puzzle,US,In-app,Mobile,VIDEO,1920x1080,6649,1572,2973,69,58.0064,0.5288,0.4471,0.0104,8.724,36.9,0.841,3516,0.5985,0.0162,IAB19 - Technology & Computing,IAB9 - Hobbies & Interests,technology,mass_reach,global,en,low,true,premium
kidoz,apps.apple.com,Crossword Jam: Fun Word Search,US,In-app,Mobile,VIDEO,1920x1080,44720,244,308,153,390.1409,0.7922,0.0069,0.0034,8.724,1598.938,2.55,35427,0.5982,0.0004,IAB19 - Technology & Computing,IAB9 - Hobbies & Interests,technology,mass_reach,global,en,low,true,premium
kidoz,play.google.com,Fantasy Color By Number Game,US,In-app,Mobile,VIDEO,1920x1080,1039,181,288,16,9.0641,0.6285,0.2772,0.0154,8.724,50.078,0.567,653,0.5974,0.0119,IAB19 - Technology & Computing,IAB9 - Hobbies & Interests,technology,mass_reach,global,en,low,true,premium
kidoz,apps.apple.com,Ball Sort - Color Puzzles,US,In-app,Mobile,VIDEO,1920x1080,4980,589,855,94,43.4459,0.6913,0.1717,0.0189,8.724,128.6766,0.2802,3443,0.5972,0.0046,IAB19 - Technology & Computing,IAB9 - Hobbies & Interests,technology,mass_reach,global,en,low,true,premium
kidoz,play.google.com,Venue: Relaxing Design Game,US,In-app,Mobile,VIDEO,1300x1280,1882,336,341,1,16.4187,0.9853,0.1812,0.0005,8.724,48.865,16.419,1854,0.597,0.0122,IAB19 - Technology & Computing,IAB9 - Hobbies & Interests,technology,mass_reach,global,en,low,true,premium
kidoz,apps.apple.com,Bird Sort Color Puzzle Game,US,In-app,Mobile,VIDEO,1920x1080,12501,802,1081,556,109.0597,0.7419,0.0865,0.0445,8.724,135.985,0.196,9274,0.5969,0.0044,IAB19 - Technology & Computing,IAB9 - Hobbies & Interests,technology,mass_reach,global,en,low,true,premium
kidoz,play.google.com,Paper.io 2,US,In-app,Mobile,VIDEO,1920x1080,3648,847,1593,192,31.8254,0.5317,0.4367,0.0526,8.724,37.574,0.166,1940,0.5969,0.0159,IAB19 - Technology & Computing,IAB9 - Hobbies & Interests,technology,mass_reach,global,en,low,true,premium
kidoz,apps.apple.com,Bubble Star Plus : BubblePop!,US,In-app,Mobile,VIDEO,1920x1080,1265,69,92,45,11.0358,0.75,0.0727,0.0356,8.724,159.94,0.245,949,0.5968,0.0037,IAB19 - Technology & Computing,IAB9 - Hobbies & Interests,technology,mass_reach,global,en,low,true,premium
appnexus,www.autocosmos.com.mx,,MX,Web,Desktop,DISPLAY,728x90,1400,828,1369,0,6.5041,0.6049,0.9778,0,4.646,7.8444,0.0,847,0.5958,0.076,IAB2 - Automotive,,automotive,mixed,national,es,low,false,mid-tier
kidoz,play.google.com,Bubble Shooter - Snoopy POP!,US,In-app,Mobile,VIDEO,1920x1080,2206,479,862,32,19.2453,0.5557,0.3908,0.0145,8.724,40.178,0.601,1226,0.5951,0.0148,IAB19 - Technology & Computing,IAB9 - Hobbies & Interests,technology,mass_reach,global,en,low,true,premium
kidoz,play.google.com,Smurfs&#39; Village,US,In-app,Mobile,VIDEO,1920x1080,1665,328,557,80,14.5256,0.5889,0.3345,0.048,8.724,44.285,0.182,981,0.5948,0.0134,IAB19 - Technology & Computing,IAB9 - Hobbies & Interests,technology,mass_reach,global,en,low,true,premium
rp,letterboxd.com,,GB,Web,Desktop,DISPLAY,160x600,1243,542,1180,1,0.1219,0.4593,0.9493,0.0008,0.098,0.225,0.122,571,0.5944,2.6418,IAB1 - Arts & Entertainment,IAB9 - Hobbies & Interests,entertainment,young_adults,global,en,low,false,mid-tier
kidoz,play.google.com,Twisted Ropes: Untangle 3D,US,In-app,Mobile,VIDEO,1920x1080,2303,476,837,84,20.0916,0.5687,0.3634,0.0365,8.724,42.209,0.239,1310,0.5934,0.0141,IAB19 - Technology & Computing,IAB9 - Hobbies & Interests,technology,mass_reach,global,en,low,true,premium
kidoz,apps.apple.com,Color Water Sort Wooden Puzzle,US,In-app,Mobile,VIDEO,1920x1080,3419,138,183,88,29.8276,0.7541,0.0535,0.0257,8.724,216.142,0.339,2578,0.5931,0.0027,IAB19 - Technology & Computing,IAB9 - Hobbies & Interests,technology,mass_reach,global,en,low,true,premium
kidoz,play.google.com,2248 Numbers Merge: Two Square,US,In-app,Mobile,VIDEO,1920x1080,5594,923,1471,205,48.8025,0.6275,0.263,0.0366,8.724,52.874,0.238,3510,0.5926,0.0112,IAB19 - Technology & Computing,IAB9 - Hobbies & Interests,technology,mass_reach,global,en,low,true,premium
kidoz,apps.apple.com,Find the Difference: Spot it!,US,In-app,Mobile,VIDEO,1300x1280,1287,88,121,35,11.2279,0.7273,0.094,0.0272,8.724,127.59,0.321,936,0.5918,0.0046,IAB19 - Technology & Computing,IAB9 - Hobbies & Interests,technology,mass_reach,global,en,low,true,premium
kidoz,apps.apple.com,ColorPlanet® Jigsaw Puzzle,US,In-app,Mobile,VIDEO,1920x1080,1142,93,130,136,9.9627,0.7154,0.1138,0.1191,8.724,107.126,0.073,817,0.5918,0.0055,IAB19 - Technology & Computing,IAB9 - Hobbies & Interests,technology,mass_reach,global,en,low,true,premium
kidoz,apps.apple.com,Christmas Color by Number Game,US,In-app,Mobile,VIDEO,1300x1280,1930,57,75,144,16.8375,0.76,0.0389,0.0746,8.724,295.394,0.117,1467,0.5917,0.002,IAB19 - Technology & Computing,IAB9 - Hobbies & Interests,technology,mass_reach,global,en,low,true,premium
kidoz,apps.apple.com,Cookie Cats Pop,US,In-app,Mobile,VIDEO,1920x1080,10368,452,604,181,90.4513,0.7483,0.0583,0.0175,8.724,200.113,0.5,7758,0.5916,0.003,IAB19 - Technology & Computing,IAB9 - Hobbies & Interests,technology,mass_reach,global,en,low,true,premium
kidoz,apps.apple.com,Water Sort: Color Flow!,US,In-app,Mobile,VIDEO,1920x1080,2979,102,135,282,25.989,0.7556,0.0453,0.0947,8.724,254.794,0.092,2251,0.5914,0.0023,IAB19 - Technology & Computing,IAB9 - Hobbies & Interests,technology,mass_reach,global,en,low,true,premium
kidoz,play.google.com,Find Hidden Objects - Spot It!,US,In-app,Mobile,VIDEO,1920x1080,16830,1892,2773,253,146.8263,0.6823,0.1648,0.015,8.724,77.604,0.58,11483,0.5906,0.0076,IAB19 - Technology & Computing,IAB9 - Hobbies & Interests,technology,mass_reach,global,en,low,true,premium
openx,www.unotv.com,,MX,Web,Mobile,DISPLAY,300x250,8790,1625,8676,21,40.5272,0.1873,0.9871,0.0024,4.6105,25.4681,1.9749,1647,0.5898,0.0232,IAB12 - News / Current Events,,news,mass_reach,national,es,medium,false,mid-tier
kidoz,apps.apple.com,Cat Color Sort Puzzle,US,In-app,Mobile,VIDEO,1300x1280,1414,84,115,90,12.3358,0.7304,0.0813,0.0636,8.724,146.855,0.137,1033,0.5896,0.004,IAB19 - Technology & Computing,IAB9 - Hobbies & Interests,technology,mass_reach,global,en,low,true,premium
kidoz,apps.apple.com,Color Water Sort Wooden Puzzle,US,In-app,Mobile,VIDEO,1300x1280,4833,182,244,91,42.1635,0.7459,0.0505,0.0188,8.724,231.667,0.463,3605,0.5881,0.0025,IAB19 - Technology & Computing,IAB9 - Hobbies & Interests,technology,mass_reach,global,en,low,true,premium
kidoz,apps.apple.com,Crossy Road,US,In-app,Mobile,VIDEO,1920x1080,6777,391,537,502,59.1231,0.7281,0.0792,0.0741,8.724,151.21,0.118,4934,0.5878,0.0039,IAB19 - Technology & Computing,IAB9 - Hobbies & Interests,technology,mass_reach,global,en,low,true,premium
rp,www.climatempo.com.br,,BR,Web,Mobile,DISPLAY,320x50,2002,964,1966,1,0.1711,0.4903,0.982,0.0005,0.0857,0.1696,0.1025,982,0.5877,3.4646,IAB15 - Science,,other,mass_reach,national,pt,low,false,mid-tier
kidoz,apps.apple.com,Triviascapes: Quiz & IQ test,US,In-app,Mobile,VIDEO,1920x1080,1990,121,167,36,17.3609,0.7246,0.0839,0.0181,8.724,143.479,0.482,1442,0.5875,0.0041,IAB19 - Technology & Computing,IAB9 - Hobbies & Interests,technology,mass_reach,global,en,low,true,premium
kidoz,play.google.com,Bubble Pop Dream: Bubble Shoot,US,In-app,Mobile,VIDEO,1300x1280,1814,128,179,68,15.8255,0.7151,0.0987,0.0375,8.724,123.637,0.233,1297,0.5872,0.0047,IAB19 - Technology & Computing,IAB9 - Hobbies & Interests,technology,mass_reach,global,en,low,true,premium
kidoz,play.google.com,Bubble Pop Dream: Bubble Shoot,US,In-app,Mobile,VIDEO,1920x1080,1336,104,147,62,11.6554,0.7075,0.11,0.0464,8.724,112.071,0.188,945,0.5868,0.0052,IAB19 - Technology & Computing,IAB9 - Hobbies & Interests,technology,mass_reach,global,en,low,true,premium
kidoz,apps.apple.com,Sort Water Color Puzzle,US,In-app,Mobile,VIDEO,1300x1280,4919,147,197,480,42.9138,0.7462,0.04,0.0976,8.724,291.93,0.089,3671,0.5851,0.002,IAB19 - Technology & Computing,IAB9 - Hobbies & Interests,technology,mass_reach,global,en,low,true,premium
kidoz,play.google.com,Number Crush: Match Ten Puzzle,US,In-app,Mobile,VIDEO,1300x1280,9736,2102,4061,103,84.9376,0.5176,0.4171,0.0106,8.724,40.408,0.825,5039,0.5839,0.0145,IAB19 - Technology & Computing,IAB9 - Hobbies & Interests,technology,mass_reach,global,en,low,true,premium
kidoz,apps.apple.com,Stumble Guys,US,In-app,Mobile,VIDEO,1300x1280,1408,58,79,80,12.2835,0.7342,0.0561,0.0568,8.724,211.785,0.154,1034,0.5839,0.0028,IAB19 - Technology & Computing,IAB9 - Hobbies & Interests,technology,mass_reach,global,en,low,true,premium
kidoz,apps.apple.com,Tangled Rope: Solve Puzzles!,US,In-app,Mobile,VIDEO,1920x1080,12806,534,728,1051,111.7206,0.7335,0.0568,0.0821,8.724,209.215,0.106,9393,0.5838,0.0028,IAB19 - Technology & Computing,IAB9 - Hobbies & Interests,technology,mass_reach,global,en,low,true,premium
kidoz,apps.apple.com,Ball Sort Master,US,In-app,Mobile,VIDEO,1300x1280,1140,21,28,25,9.9455,0.75,0.0246,0.0219,8.724,473.593,0.398,855,0.5824,0.0012,IAB19 - Technology & Computing,IAB9 - Hobbies & Interests,technology,mass_reach,global,en,low,true,premium
kidoz,apps.apple.com,Bird Sort Color Puzzle Game,US,In-app,Mobile,VIDEO,1300x1280,17285,1162,1645,664,150.7957,0.7064,0.0952,0.0384,8.724,129.773,0.227,12210,0.5818,0.0045,IAB19 - Technology & Computing,IAB9 - Hobbies & Interests,technology,mass_reach,global,en,low,true,premium
kidoz,play.google.com,Word Hike -Inventive Crossword,US,In-app,Mobile,VIDEO,1300x1280,3692,315,458,15,32.2093,0.6878,0.1241,0.0041,8.724,102.252,2.147,2539,0.5811,0.0057,IAB19 - Technology & Computing,IAB9 - Hobbies & Interests,technology,mass_reach,global,en,low,true,premium
kidoz,apps.apple.com,Black Color Paint By Number,US,In-app,Mobile,VIDEO,1920x1080,4528,457,653,309,39.5026,0.6753,0.1442,0.0683,8.724,346.1358,0.2209,3058,0.5809,0.0017,IAB19 - Technology & Computing,IAB9 - Hobbies & Interests,technology,mass_reach,global,en,low,true,premium
kidoz,apps.apple.com,Phone Case DIY,US,In-app,Mobile,VIDEO,1920x1080,2073,49,66,198,18.0847,0.7424,0.0318,0.0955,8.724,369.077,0.091,1539,0.5807,0.0016,IAB19 - Technology & Computing,IAB9 - Hobbies & Interests,technology,mass_reach,global,en,low,true,premium
kidoz,apps.apple.com,Mine Block: Planet Craft 3D,US,In-app,Mobile,VIDEO,1300x1280,1763,58,79,127,15.3806,0.7342,0.0448,0.072,8.724,265.182,0.121,1294,0.5805,0.0022,IAB19 - Technology & Computing,IAB9 - Hobbies & Interests,technology,mass_reach,global,en,low,true,premium
kidoz,apps.apple.com,Nostalgia Color by number game,US,In-app,Mobile,VIDEO,1920x1080,1590,51,70,113,13.8713,0.7338,0.044,0.0711,8.724,273.146,0.0882,1167,0.5801,0.0021,IAB19 - Technology & Computing,IAB9 - Hobbies & Interests,technology,mass_reach,global,en,low,true,premium
kidoz,apps.apple.com,Ayla World:Avatar Life,US,In-app,Mobile,VIDEO,1300x1280,1197,96,139,96,10.4427,0.6906,0.1161,0.0802,8.724,108.778,0.109,827,0.5801,0.0053,IAB19 - Technology & Computing,IAB9 - Hobbies & Interests,technology,mass_reach,global,en,low,true,premium
kidoz,play.google.com,Farm Escape!,US,In-app,Mobile,VIDEO,1920x1080,2568,252,376,141,22.4027,0.671,0.1464,0.0549,8.724,89.591,0.1586,1723,0.5794,0.0065,IAB19 - Technology & Computing,IAB9 - Hobbies & Interests,technology,mass_reach,global,en,low,true,premium
kidoz,apps.apple.com,Anima Color for Seniors,US,In-app,Mobile,VIDEO,1300x1280,1073,59,83,44,9.3609,0.7108,0.0774,0.041,8.724,158.66,0.213,763,0.5786,0.0036,IAB19 - Technology & Computing,IAB9 - Hobbies & Interests,technology,mass_reach,global,en,low,true,premium
pubmatic,www.xataka.com,,MX,Web,Mobile,DISPLAY,320x100,3622,1238,3552,4,16.8266,0.3485,0.9807,0.0011,4.646,13.592,4.207,1262,0.5785,0.0426,IAB19 - Technology & Computing,,technology,tech_enthusiasts,regional,es,low,false,premium
kidoz,apps.apple.com,Royal Cat Puzzle,US,In-app,Mobile,VIDEO,1300x1280,2091,81,112,241,18.2421,0.7232,0.0536,0.1153,8.724,225.211,0.076,1512,0.5777,0.0026,IAB19 - Technology & Computing,IAB9 - Hobbies & Interests,technology,mass_reach,global,en,low,true,premium
rp,natelinha.uol.com.br,,BR,Web,Mobile,DISPLAY,300x250,2411,411,2319,15,1.9902,0.177,0.9619,0.0063,0.8258,4.9756,0.132,427,0.5771,0.116,IAB12 - News / Current Events,IAB1 - Arts & Entertainment,news,mass_reach,national,pt,low,false,premium
triplelift,finviz.com,,MX,Web,Desktop,DISPLAY,300x50,1620,255,1607,10,7.5424,0.1587,0.992,0.0062,4.656,29.578,0.754,257,0.577,0.0195,IAB13 - Personal Finance,IAB3 - Business,finance,professionals,global,en,low,false,mid-tier
kidoz,apps.apple.com,Cooking Fun®: Food Games,US,In-app,Mobile,VIDEO,1920x1080,1363,6,8,226,11.8909,0.75,0.0059,0.1658,8.724,1981.82,0.053,1022,0.5768,0.0003,IAB19 - Technology & Computing,IAB9 - Hobbies & Interests,technology,mass_reach,global,en,low,true,premium
kidoz,apps.apple.com,Cookie Cats Pop,US,In-app,Mobile,VIDEO,1300x1280,11271,499,697,234,98.3291,0.7159,0.0618,0.0208,8.724,197.052,0.42,8069,0.5765,0.0029,IAB19 - Technology & Computing,IAB9 - Hobbies & Interests,technology,mass_reach,global,en,low,true,premium
kidoz,apps.apple.com,Ball Sort Puzzle: Color Bubble,US,In-app,Mobile,VIDEO,1300x1280,13937,385,528,1148,121.5875,0.7292,0.0379,0.0824,8.724,315.812,0.106,10163,0.576,0.0018,IAB19 - Technology & Computing,IAB9 - Hobbies & Interests,technology,mass_reach,global,en,low,true,premium
adxbr,www.gamevicio.com,,BR,Web,Mobile,DISPLAY,300x250,2430,1156,2346,1,0.2413,0.4928,0.9654,0.0004,0.099,0.209,0.241,1198,0.576,2.756,IAB9 - Hobbies & Interests,IAB19 - Technology & Computing,gaming,young_adults,national,pt,medium,false,mid-tier
kidoz,apps.apple.com,Word Craze - Trivia crosswords,US,In-app,Mobile,VIDEO,1920x1080,18291,496,680,1108,159.5721,0.7294,0.0372,0.0606,8.724,321.718,0.144,13341,0.5759,0.0018,IAB19 - Technology & Computing,IAB9 - Hobbies & Interests,technology,mass_reach,global,en,low,true,premium
kidoz,play.google.com,Fashion Stylist: Dress Up Game,US,In-app,Mobile,VIDEO,1920x1080,1538,113,142,19,13.4175,0.6959,0.0923,0.0124,8.724,427.2872,0.728,1070,0.5756,0.0013,IAB19 - Technology & Computing,IAB9 - Hobbies & Interests,technology,mass_reach,global,en,low,true,premium
kidoz,apps.apple.com,Screw Puzzle,US,In-app,Mobile,VIDEO,1300x1280,4943,146,201,255,43.1231,0.7264,0.0407,0.0516,8.724,295.364,0.169,3591,0.5754,0.0019,IAB19 - Technology & Computing,IAB9 - Hobbies & Interests,technology,mass_reach,global,en,low,true,premium
kidoz,apps.apple.com,Tap Color - Paint by Number,US,In-app,Mobile,VIDEO,1920x1080,6116,217,301,783,53.3555,0.7209,0.0492,0.128,8.724,245.878,0.068,4409,0.5752,0.0023,IAB19 - Technology & Computing,IAB9 - Hobbies & Interests,technology,mass_reach,global,en,low,true,premium
kidoz,apps.apple.com,Black Color Paint By Number,US,In-app,Mobile,VIDEO,1300x1280,3441,74,101,280,30.0196,0.7327,0.0294,0.0814,8.724,405.67,0.107,2521,0.5752,0.0014,IAB19 - Technology & Computing,IAB9 - Hobbies & Interests,technology,mass_reach,global,en,low,true,premium
kidoz,apps.apple.com,Two Dots - Connect the Colors,US,In-app,Mobile,VIDEO,1920x1080,33449,1710,2419,804,291.8118,0.7069,0.0723,0.024,8.724,170.65,0.363,23645,0.5751,0.0034,IAB19 - Technology & Computing,IAB9 - Hobbies & Interests,technology,mass_reach,global,en,low,true,premium
kidoz,apps.apple.com,Colorwood Sort Puzzle Game,US,In-app,Mobile,VIDEO,1300x1280,26402,1159,1625,769,230.3332,0.7132,0.0615,0.0291,8.724,198.734,0.3,18830,0.5751,0.0029,IAB19 - Technology & Computing,IAB9 - Hobbies & Interests,technology,mass_reach,global,en,low,true,premium
pubmatic,mail02.orange.fr,,FR,Web,Desktop,VIDEO,1300x1280,17768,9780,17457,0,431.6629,0.5602,0.9824,0,24.2946,44.1383,0.0,9955,0.5749,0.013,IAB19 - Technology & Computing,IAB12 - News / Current Events,technology,mass_reach,national,fr,low,false,premium
kidoz,play.google.com,Hidden Objects: Seek &amp; Find It,US,In-app,Mobile,VIDEO,1920x1080,1734,266,447,95,15.1271,0.5951,0.2578,0.0548,8.724,56.869,0.159,1032,0.5749,0.0101,IAB19 - Technology & Computing,IAB9 - Hobbies & Interests,technology,mass_reach,global,en,low,true,premium
kidoz,apps.apple.com,FarmVille 2: Tropic Escape,US,In-app,Mobile,VIDEO,1300x1280,4169,104,143,35,36.3707,0.7273,0.0343,0.0084,8.724,349.718,1.039,3032,0.5739,0.0016,IAB19 - Technology & Computing,IAB9 - Hobbies & Interests,technology,mass_reach,global,en,low,true,premium
kidoz,play.google.com,Bubble Shooter - Snoopy POP!,US,In-app,Mobile,VIDEO,1300x1280,3239,630,1200,34,28.2573,0.525,0.3705,0.0105,8.724,44.853,0.831,1700,0.5736,0.0128,IAB19 - Technology & Computing,IAB9 - Hobbies & Interests,technology,mass_reach,global,en,low,true,premium
kidoz,apps.apple.com,Water Sort: Color Flow!,US,In-app,Mobile,VIDEO,1300x1280,3576,104,144,269,31.1973,0.7222,0.0403,0.0752,8.724,299.974,0.116,2583,0.5732,0.0019,IAB19 - Technology & Computing,IAB9 - Hobbies & Interests,technology,mass_reach,global,en,low,true,premium
adx,forum.festileaks.com,,NL,Web,Mobile,DISPLAY,320x50,1294,709,1256,0,0.5876,0.5638,0.9706,0,0.4539,0.7866,0.0,730,0.5731,0.7286,IAB1 - Arts & Entertainment,,entertainment,young_adults,national,nl,medium,false,long-tail
kidoz,play.google.com,Fork N Sausage,US,In-app,Mobile,VIDEO,1920x1080,1250,155,247,134,10.9048,0.6275,0.1976,0.1072,8.724,70.353,0.081,784,0.573,0.0081,IAB19 - Technology & Computing,IAB9 - Hobbies & Interests,technology,mass_reach,global,en,low,true,premium
kidoz,apps.apple.com,"Good Coffee, Great Coffee",US,In-app,Mobile,VIDEO,1300x1280,10475,343,479,161,91.3847,0.7161,0.0457,0.0154,8.724,266.428,0.568,7501,0.5718,0.0021,IAB19 - Technology & Computing,IAB9 - Hobbies & Interests,technology,mass_reach,global,en,low,true,premium
kidoz,play.google.com,Yatzy Royale: Dice Game Online,US,In-app,Mobile,VIDEO,1300x1280,1182,88,130,15,10.3119,0.6769,0.11,0.0127,8.724,117.18,0.687,800,0.5715,0.0049,IAB19 - Technology & Computing,IAB9 - Hobbies & Interests,technology,mass_reach,global,en,low,true,premium
kidoz,play.google.com,Word Hike -Inventive Crossword,US,In-app,Mobile,VIDEO,1920x1080,2726,166,241,29,23.7818,0.6888,0.0884,0.0106,8.724,143.264,0.82,1878,0.5709,0.004,IAB19 - Technology & Computing,IAB9 - Hobbies & Interests,technology,mass_reach,global,en,low,true,premium
kidoz,apps.apple.com,Tanghulu Master - Mukbang ASMR,US,In-app,Mobile,VIDEO,1300x1280,1227,66,95,54,10.7044,0.6947,0.0774,0.044,8.724,162.189,0.198,852,0.5706,0.0035,IAB19 - Technology & Computing,IAB9 - Hobbies & Interests,technology,mass_reach,global,en,low,true,premium
kidoz,apps.apple.com,Ball Sort Puzzle: Color Bubble,US,In-app,Mobile,VIDEO,1920x1080,12604,404,566,1158,109.9583,0.7138,0.0449,0.0919,8.724,272.174,0.095,8997,0.5704,0.0021,IAB19 - Technology & Computing,IAB9 - Hobbies & Interests,technology,mass_reach,global,en,low,true,premium
kidoz,apps.apple.com,Fancy Color - Paint by Number,US,In-app,Mobile,VIDEO,1920x1080,3065,104,146,341,26.7388,0.7123,0.0476,0.1113,8.724,257.104,0.078,2183,0.5704,0.0022,IAB19 - Technology & Computing,IAB9 - Hobbies & Interests,technology,mass_reach,global,en,low,true,premium
kidoz,apps.apple.com,Cube Rush Adventure,US,In-app,Mobile,VIDEO,1920x1080,2241,57,75,4,19.5504,0.76,0.0335,0.0018,8.724,342.99,4.888,1703,0.5701,0.0017,IAB19 - Technology & Computing,IAB9 - Hobbies & Interests,technology,mass_reach,global,en,low,true,premium
kidoz,apps.apple.com,FarmVille 2: Tropic Escape,US,In-app,Mobile,VIDEO,1920x1080,1879,36,50,11,16.3925,0.72,0.0266,0.0059,8.724,455.349,1.49,1353,0.568,0.0012,IAB19 - Technology & Computing,IAB9 - Hobbies & Interests,technology,mass_reach,global,en,low,true,premium
kidoz,apps.apple.com,Duet Cats: Cute Cat Games,US,In-app,Mobile,VIDEO,1920x1080,3154,152,219,206,27.5153,0.6941,0.0694,0.0653,8.724,181.022,0.134,2189,0.5679,0.0031,IAB19 - Technology & Computing,IAB9 - Hobbies & Interests,technology,mass_reach,global,en,low,true,premium
