SUPPLY_SOURCE,DOMAIN,APP_NAME,DEVICE_TYPE,ENVIRONMENT,LINE_ITEM_TYPE,CREATIVE_SIZE,COUNTRY,IMPRESSIONS,VIEWABLE_IMPRESSIONS,MEASURABLE_IMPRESSIONS,VIEWABILITY,CLICKS,CLICK_THROUGH_RATE,TOTAL_SPEND_USD,ECPM_USD,VCPM_USD,ECPC_USD,VIDEO_COMPLETE_VIEWS,VIDEO_COMPLETION_RATE,effective_viewability,measurability_rate,cost_per_viewable_impression,quality_score,cost_efficiency_score,brand_safety_score,brand_safety_risk,iab_category,iab_category_secondary,content_type,audience_profile,placement_rationale_pl
appnexus,fox11online.com,,Desktop,Web,DISPLAY,300x600,US,113,69,112,61.61%,0,0.00%,0.39677,3.511,5.75,0.0,0,0.00%,0.6106,0.9912,5.7503,0.7438,0.0,0.5578,medium,IAB12 - News & Politics,,news,"mass_reach, professionals",Stacja telewizji informacyjnej FOX11 online dociera do szerokich mas poszukujących aktualnych wiadomości lokalnych i krajowych.
pubmatic,shopping.yahoo.com,,Mobile,Web,DISPLAY,728x90,US,113,30,110,27.27%,0,0.00%,0.112933,0.999,3.764,0.0,0,0.00%,0.2655,0.9735,3.7644,0.5133,0.0001,0.5133,low,IAB18 - Style & Fashion,IAB3 - Business,lifestyle,"mass_reach, high_income, parents","Ogromna platforma e-commerce Yahoo Shopping z milionami użytkowników szukających produktów, idealna dla sprzedawców online."
triplelift,slaskie.eska.pl,,Mobile,Web,DISPLAY,300x600,PL,113,64,112,57.14%,0,0.00%,0.276123,2.444,4.314,0.0,0,0.00%,0.5664,0.9912,4.3144,0.7151,0.0,0.7151,low,IAB12 - News & Politics,IAB1 - Arts & Entertainment,news,"mass_reach, parents","Regionalna stacja radiowa Eska Śląsk, kanał do docierania do odbiorców lokalnych zainteresowanych muzką i wiadomościami."
adxbr,www.car.blog.br,,Mobile,Web,DISPLAY,500x120,BR,113,0,0,0.00%,0,0.00%,0.0,0.0,0.0,0.0,0,0.00%,0.0,0.0,0.0,0.0,0.0,0.0,low,IAB2 - Automotive,,automotive,"professionals,high_income,tech_enthusiasts","Blog motoryzacyjny z brazylijskim zakreśleniem przyciąga entuzjastów samochodów i potencjalnych nabywców, idealna dla marek automotive."
adxbr,23062525346.pipajam.com,,Mobile,Web,DISPLAY,728x90,BR,113,8,99,8.08%,0,0.00%,0.0,0.0,0.0,0.0,0,0.00%,0.0708,0.8761,0.0,0.3527,0.0,0.2645,medium,IAB8 - Kids & Family Entertainment,IAB9 - Gaming,entertainment,"parents, students","Aplikacja edukacyjna dla dzieci łącząca zabawy z nauką, idealna dla marek zainteresowanych segmentem rodzinnym."
mgid,thefolha.news,,Mobile,Web,DISPLAY,300x600,BR,113,23,90,25.56%,0,0.00%,0.0,0.0,0.0,0.0,0,0.00%,0.2035,0.7965,0.0,0.4111,0.0,0.4111,low,IAB12 - News & Politics,,news,"mass_reach, professionals","Portal informacyjny powiązany z prestiżową brazylijską gazetą, zapewniający wiarygodne i sprawdzone otoczenie."
pubmatic,www.besoccer.com,,Desktop,Web,DISPLAY,970x250,BR,113,73,108,67.59%,2,1.77%,0.146178,1.294,2.002,0.073,0,0.00%,0.646,0.9558,2.0024,0.7544,0.0001,0.7544,low,IAB17 - Sports,,sports,"mass_reach, young_adults",Międzynarodowy serwis piłkarski przyciąga zaangażowaną publiczność kibiców z całego świata.
adx,www.bolsamania.com,,Desktop,Web,DISPLAY,300x600,ES,113,83,106,78.30%,1,0.88%,0.473367,4.189,5.703,0.473,0,0.00%,0.7345,0.9381,5.7032,0.8058,0.0,0.8058,low,IAB13 - Finance,,finance,"professionals, high_income, tech_enthusiasts",Hiszpański serwis finansowy i giełdowy dociera do inwestorów oraz osób zainteresowanych rynkami kapitałowymi.
pubmatic,www.numerama.com,,Mobile,Web,DISPLAY,320x50,FR,113,104,112,92.86%,1,0.88%,0.4313,3.817,4.147,0.431,0,0.00%,0.9204,0.9912,4.1471,0.9452,0.0,0.9452,low,IAB19 - Technology & Computing,,technology,"tech_enthusiasts, young_adults, professionals",Francuski serwis technologiczny przyciąga entuzjastów technologii i profesjonalistów sektora IT zainteresowanych najnowszymi innowacjami.
adx,www.rtl2.fr,,Mobile,Web,DISPLAY,320x50,FR,113,110,113,97.35%,0,0.00%,0.114425,1.013,1.04,0.0,0,0.00%,0.9735,1.0,1.0402,0.9828,0.0001,0.9828,low,IAB27 - Streaming & Online TV,IAB1 - Arts & Entertainment,entertainment,mass_reach,"Francuska stacja telewizji naziemnej skupiająca się na rozrywce i serialach, osiągająca szeroką demografię widzów."
taboola,planet.fr,,Mobile,Web,DISPLAY,500x120,FR,113,0,0,0.00%,0,0.00%,0.101946,0.902,0.0,0.0,0,0.00%,0.0,0.0,0.0,0.0,0.0001,0.0,low,IAB12 - News & Politics,IAB14 - Society,news,mass_reach,"Francuski portal informacyjny o zasięgu masowym, ideal dla marek szukających ekspozycji na bieżące wydarzenia i trendy."
rp,www.goal.com,,Desktop,Web,DISPLAY,300x600,IT,112,73,111,65.77%,1,0.89%,0.215434,1.924,2.951,0.215,0,0.00%,0.6518,0.9911,2.9512,0.7706,0.0001,0.7706,low,IAB18 - Sports,,sports,"mass_reach, young_adults, professionals","Globalny serwis piłkarski z wiadomościami, wynikami i analizami przyciągający miliony fanów na świecie."
appnexus,sportbild.bild.de,,Desktop,Web,DISPLAY,160x600,DE,112,91,112,81.25%,0,0.00%,0.203309,1.815,2.234,0.0,0,0.00%,0.8125,1.0,2.2342,0.8781,0.0001,0.8781,low,IAB17 - Sports,,sports,"mass_reach, professionals, young_adults",Premium niemiecki serwis sportowy Bilda o międzynarodowej reputacji i wysokim standardzie zawartości.
rp,www.g4media.ro,,Mobile,Web,DISPLAY,300x50,GB,112,8,105,7.62%,0,0.00%,0.037816,0.338,4.727,0.0,0,0.00%,0.0714,0.9375,4.727,0.3745,0.0003,0.3745,low,IAB12 - News & Politics,IAB16 - Technology & Computing,news,"mass_reach, professionals, young_adults","Rumuński portal informacyjny przyciąga czytelników zainteresowanych wiadomościami, polityką i technologią."
pubmatic,www.ranker.com,,Mobile,Web,DISPLAY,300x250,NO,112,31,107,28.97%,0,0.00%,0.087395,0.78,2.819,0.0,0,0.00%,0.2768,0.9554,2.8192,0.5143,0.0001,0.5143,low,IAB9 - Hobbies & Interests,IAB19 - Technology & Computing,entertainment,"mass_reach, young_adults, tech_enthusiasts",Platforma rankingów user-generated przyciąga młodych dorosłych i entuzjastów technologii zainteresowanych interaktywnymi rankingami.
adxbr,editorial.rottentomatoes.com,,Desktop,Web,DISPLAY,970x250,BR,112,55,107,51.40%,0,0.00%,0.139777,1.248,2.541,0.0,0,0.00%,0.4911,0.9554,2.5414,0.6536,0.0001,0.6536,low,IAB14 - Entertainment,IAB11 - Movies,entertainment,"mass_reach, young_adults","Portal filmowy dla entuzjastów kina i seriali, doskonały do reklam związanych z rozrywką, streamingiem i produktami dla publiczności rozrywkowej."
eplanning,aventurasnahistoria.com.br,,Mobile,Web,DISPLAY,336x280,BR,112,6,105,5.71%,0,0.00%,0.0,0.0,0.0,0.0,0,0.00%,0.0536,0.9375,0.0,0.363,0.0,0.363,low,IAB21 - Books & Literature,IAB12 - News & Politics,entertainment,"professionals, mass_reach, students",Brazylijski serwis historyczny i edukacyjny dla czytelników zainteresowanych historią i odkryciami.
adxbr,rp50.com.br,,Mobile,Web,DISPLAY,300x600,BR,112,90,112,80.36%,0,0.00%,0.003863,0.034,0.043,0.0,0,0.00%,0.8036,1.0,0.0429,0.8723,0.0029,0.8723,low,IAB16 - Sports,,sports,"mass_reach, young_adults",Portal sportowy poświęcony piłce nożnej i sporcie dla fanów i kibiców.
pubmatic,finanse.wp.pl,,Mobile,Web,DISPLAY,300x250,SE,111,92,111,82.88%,0,0.00%,0.167569,1.51,1.821,0.0,0,0.00%,0.8288,1.0,1.8214,0.8887,0.0001,0.8887,low,IAB18 - Personal Finance & Investing,,finance,"professionals, high_income","Sekcja finansowa dużego portalu zajmuje się inwestycjami, bankowością i doradzstwem finansowym dla zamożnych użytkowników."
triplelift,www.jpost.com,,Desktop,Web,DISPLAY,300x600,US,111,57,111,51.35%,0,0.00%,0.099553,0.897,1.747,0.0,0,0.00%,0.5135,1.0,1.7465,0.6838,0.0001,0.6838,low,IAB12 - News & Politics,,news,"mass_reach, professionals",Izraelski dziennik Jerusalem Post dostarczający wiadomości światowe i polityczne dla międzynarodowej publiczności.
triplelift,www.eluniversal.com.mx,,Mobile,Web,DISPLAY,300x250,US,111,90,110,81.82%,0,0.00%,0.178619,1.609,1.985,0.0,0,0.00%,0.8108,0.991,1.9847,0.8739,0.0001,0.8739,low,IAB12 - News & Politics,IAB13 - Events & Happenings,news,"mass_reach, professionals","Meksykański dziennik o zasięgu krajowym i reputacji, zapewniający bezpieczne umieszczenie w kontekście poważnych wiadomości."
rp,www.fifarosters.com,,Mobile,Web,DISPLAY,970x250,AT,111,101,109,92.66%,2,1.80%,1.478155,13.317,14.635,0.739,0,0.00%,0.9099,0.982,14.6352,0.9351,0.0,0.9351,low,IAB20 - Video Gaming,IAB17 - Sports,gaming,"young_adults,students,tech_enthusiasts","Portal poświęcony grze FIFA przyciągający pasjonatów gier sportowych, valorościowy dla marek gamingowych i elektroniki."
pubmatic,www.hajapaciencia.com.br,,Mobile,Web,DISPLAY,300x600,BR,111,102,111,91.89%,0,0.00%,0.024059,0.217,0.236,0.0,0,0.00%,0.9189,1.0,0.2359,0.9473,0.0005,0.9473,low,IAB16 - Hobbies & Interests,IAB20 - Religion & Spirituality,lifestyle,"mass_reach,young_adults","Brazylijski portal lifestyle'owy poświęcony rozrywce i zainteresowaniom przyciągający szeroką, zaangażowaną publiczność."
appnexus,www.whathifi.com,,Mobile,Web,DISPLAY,320x50,BR,111,64,107,59.81%,0,0.00%,0.172461,1.554,2.695,0.0,0,0.00%,0.5766,0.964,2.6947,0.7122,0.0001,0.7122,low,IAB19 - Technology & Computing,IAB17 - Music & Audio,technology,"professionals, tech_enthusiasts, high_income",Serwis recenzji audio i sprzętu elektronicznego przyciągający entuzjastów technologii i audiofilów.
adxbr,www.ojogo.pt,,Mobile,Web,DISPLAY,300x600,BR,111,65,104,62.50%,1,0.90%,0.09676,0.872,1.489,0.097,0,0.00%,0.5856,0.9369,1.4886,0.7086,0.0001,0.7086,low,IAB9 - Sports,,sports,"mass_reach, young_adults, professionals",Portugalski dziennik sportowy przyciąga kibiców piłki nożnej i entuzjastów sportu zainteresowanych wiadomościami ligowymi.
onetag,jeux.caminteresse.fr,,Desktop,Web,DISPLAY,500x120,FR,111,0,0,0.00%,0,0.00%,0.099305,0.895,0.0,0.0,0,0.00%,0.0,0.0,0.0,0.0,0.0001,0.0,low,IAB16 - Gaming,IAB9 - Hobbies & Interests,gaming,"young_adults,students,mass_reach","Serwis gier w ramach portal edu-rozrywkowego przyciąga rodziców, nauczycieli i uczniów zainteresowanych grami edukacyjnymi."
pubmatic,www.theatlantic.com,,Mobile,Web,DISPLAY,970x250,US,110,65,110,59.09%,0,0.00%,0.0,0.0,0.0,0.0,0,0.00%,0.5909,1.0,0.0,0.7341,0.0,0.7341,low,IAB12 - News & Politics,IAB15 - Business & Finance,news,"professionals,high_income",Prestiżowy amerykański magazyn opinii publikujący głębokie artykuły dla inteligencji i osób o wyższych dochodach.
rp,www.upday.com,,Mobile,Web,DISPLAY,300x250,PL,110,93,109,85.32%,1,0.91%,0.251035,2.282,2.699,0.251,0,0.00%,0.8455,0.9909,2.6993,0.8964,0.0,0.8964,low,IAB12 - News & Politics,,news,"mass_reach, professionals",Agregator wiadomości dostarczający spersonalizowane treści dla milionów czytelników na całym świecie.
adxbr,am.olx.com.br,,Desktop,Web,DISPLAY,728x90,BR,110,87,108,80.56%,0,0.00%,0.060256,0.548,0.693,0.0,0,0.00%,0.7909,0.9818,0.6926,0.8577,0.0002,0.8577,low,IAB3 - Business,IAB18 - Shopping,other,mass_reach,Sekcja ogłoszeń motoryzacyjnych na brazylskiej platformie OLX docierająca do szerokich mas kupujących i sprzedających.
sovrn,villains.fandom.com,,Mobile,Web,DISPLAY,300x250,BR,110,54,108,50.00%,0,0.00%,0.204375,1.858,3.785,0.0,0,0.00%,0.4909,0.9818,3.7847,0.6627,0.0001,0.497,medium,IAB19 - Video Gaming,IAB16 - Movies,entertainment,"young_adults,tech_enthusiasts,mass_reach",Fandom wiki dedicated to villains przyciągająca fanów popkultury i branży rozrywkowej zainteresowanych postacią antagonistami.
adxbr,23556016749.superbaby.tv,,Mobile,Web,DISPLAY,336x280,BR,110,60,92,65.22%,5,4.55%,0.868565,7.896,14.476,0.174,0,0.00%,0.5455,0.8364,14.4761,0.6473,0.0,0.6473,low,IAB8 - Kids & Family Entertainment,,entertainment,"parents, students, young_adults","Kanał telewizyjny dla dzieci i niemowląt z wysoko kurowaną zawartością, bezpieczny dla marek dziecięcych."
adxbr,player.181fm.com,,Desktop,Web,DISPLAY,970x250,BR,110,109,110,99.09%,0,0.00%,0.00259,0.024,0.024,0.0,0,0.00%,0.9909,1.0,0.0238,0.9941,0.0042,0.9941,low,IAB11 - Music,IAB18 - Technology & Computing,entertainment,"mass_reach, young_adults",Serwis streamingu muzyki przyciągający słuchaczy zainteresowanych muzyką on-demand i szeroką ofertą gatunków.
pubmatic,www.parents.com,,Mobile,Web,DISPLAY,320x50,MX,110,91,110,82.73%,0,0.00%,0.13725,1.248,1.508,0.0,0,0.00%,0.8273,1.0,1.5082,0.8877,0.0001,0.8877,low,IAB9 - Family & Parenting,,lifestyle,"parents,young_adults","Wiodący portal poświęcony rodzicielstwu i wychowaniu, przyciągający rodziców szukających porad i informacji o opiece nad dziećmi."
index,squid-game.fandom.com,,Mobile,Web,DISPLAY,320x100,MX,110,103,110,93.64%,0,0.00%,0.029306,0.266,0.285,0.0,0,0.00%,0.9364,1.0,0.2845,0.9587,0.0004,0.9587,low,IAB20 - Video Gaming,IAB9 - Entertainment,entertainment,"mass_reach, young_adults, students","Społeczność fanów poświęcona serialowi Squid Game przyciągająca młode, zaangażowane audytorium."
adxus,www.nbcboston.com,,Desktop,Web,DISPLAY,300x600,US,109,67,108,62.04%,0,0.00%,0.0,0.0,0.0,0.0,0,0.00%,0.6147,0.9908,0.0,0.7463,0.0,0.7463,low,IAB12 - News & Politics,IAB17 - Sports,news,"mass_reach, professionals",Regionalny serwis informacyjny o wysokiej wiarygodności z zawartością lokalnych wiadomości i sportu dla mieszkańców Bostonu.
triplelift,itunes.apple.com,Word Trip - Word Puzzles Games,Mobile,In-app,DISPLAY,300x250,US,109,104,109,95.41%,0,0.00%,0.111622,1.024,1.073,0.0,0,0.00%,0.9541,1.0,1.0733,0.9702,0.0001,0.9702,low,IAB9 - Hobbies & Interests,IAB8 - Entertainment,entertainment,"mass_reach,young_adults","Główny sklep cyfrowy Apple dociera do milionów użytkowników urządzeń Apple szukających muzyki, filmów i aplikacji."
index,radiopaedia.org,,Desktop,Web,DISPLAY,300x600,US,109,81,108,75.00%,0,0.00%,0.205218,1.883,2.534,0.0,0,0.00%,0.7431,0.9908,2.5336,0.8298,0.0001,0.8298,low,IAB7 - Health & Fitness,IAB5 - Education,health,"professionals, students",Międzynarodowa encyklopedia radiologiczna dla profesjonalistów medycznych dociera do specjalistów zdrowotnych o wysokim zaangażowaniu.
rise,www.eurogamer.net,,Mobile,Web,DISPLAY,320x100,GB,109,72,109,66.06%,1,0.92%,0.194114,1.781,2.696,0.194,0,0.00%,0.6606,1.0,2.696,0.7794,0.0001,0.7794,low,IAB20 - Video Gaming,IAB1 - Arts & Entertainment,gaming,"mass_reach, young_adults, tech_enthusiasts, students","Wiodący europejski portal poświęcony grom wideo, przyciągający młodą, zaangażowaną społeczność graczy i entuzjastów technologii."
adx,www.dailystar.co.uk,,Desktop,Web,DISPLAY,336x280,GB,109,103,108,95.37%,0,0.00%,2.992815,27.457,29.056,0.0,0,0.00%,0.945,0.9908,29.0565,0.961,0.0,0.0,high,IAB12 - News & Politics,IAB11 - Entertainment,news,"mass_reach, young_adults","Tabloid o tendencji do sensacyjnych treści, oferujący masowy zasięg ale niosący wysokie ryzyko brand safety."
index,www.nexusmods.com,,Mobile,Web,DISPLAY,320x50,GB,109,67,105,63.81%,0,0.00%,0.258981,2.376,3.865,0.0,0,0.00%,0.6147,0.9633,3.8654,0.7367,0.0,0.7367,low,IAB19 - Technology & Computing,IAB9 - Hobbies & Interests,gaming,"young_adults, students, tech_enthusiasts","Portal modów do gier wideo z zaangażowaną społecznością graczy, idealny dla marek technologicznych i gaming'owych."
adxbr,emisora.org.es,,Mobile,Web,DISPLAY,320x100,BR,109,89,99,89.90%,0,0.00%,0.021702,0.199,0.244,0.0,0,0.00%,0.8165,0.9083,0.2438,0.8486,0.0005,0.8486,low,IAB16 - Media & Streaming,IAB12 - News & Politics,news,mass_reach,"Platforma radiowa/medalna, idealna dla marek szukających dostępu do słuchaczy zainteresowanych zawartością informacyjną i rozrywkową."
adxbr,callfilter.app,,Mobile,Web,DISPLAY,300x600,BR,109,78,109,71.56%,1,0.92%,0.219287,2.012,2.811,0.219,0,0.00%,0.7156,1.0,2.8114,0.8151,0.0,0.8151,low,IAB19 - Technology & Computing,,technology,"professionals,tech_enthusiasts,mass_reach",Aplikacja do filtrowania połączeń przyciąga użytkowników zainteresowanych narzędziami do ochrony prywatności.
adxbr,play.google.com,PDF Reader App: Read All PDF,Mobile,In-app,DISPLAY,300x600,BR,109,103,108,95.37%,7,6.42%,0.619306,5.682,6.013,0.088,0,0.00%,0.945,0.9908,6.0127,0.961,0.0,0.961,low,IAB18 - Technology & Computing,IAB20 - Video Gaming,gaming,"mass_reach, young_adults, tech_enthusiasts, students",Oficjalny sklep aplikacji Google przyciągający ogromny segment użytkowników urządzeń mobilnych szukających gier i aplikacji.
onetag,wimoveis.com.br,,Desktop,Web,DISPLAY,728x90,BR,109,17,108,15.74%,0,0.00%,0.0,0.0,0.0,0.0,0,0.00%,0.156,0.9908,0.0,0.4482,0.0,0.4482,low,IAB18 - Shopping,IAB3 - Business,lifestyle,"mass_reach,high_income,professionals",Brazylijski portal nieruchomości łączący kupujących i sprzedających na rynku mieszkaniowym.
onetag,www.giromarilia.com.br,,Mobile,Web,DISPLAY,300x600,BR,109,86,104,82.69%,0,0.00%,0.147333,1.352,1.713,0.0,0,0.00%,0.789,0.9541,1.7132,0.8468,0.0001,0.8468,low,IAB18 - Sports,,sports,mass_reach,Lokalny serwis sportowy z informacjami o zawodach i wydarzeniach sportowych w regionie.
pubmatic,www.procyclingstats.com,,Desktop,Web,DISPLAY,300x600,FR,109,18,100,18.00%,0,0.00%,0.043563,0.4,2.42,0.0,0,0.00%,0.1651,0.9174,2.4202,0.4284,0.0003,0.4284,low,IAB17 - Sports,,sports,"mass_reach,young_adults,professionals",Portal specjalistyczny z statystykami kolarstwa profesjonalnego przyciągający fanów sportów przygodowych i analityków.
rhythmone,trucmania.ouest-france.fr,,Mobile,Web,DISPLAY,300x600,FR,109,41,108,37.96%,0,0.00%,0.005184,0.048,0.126,0.0,0,0.00%,0.3761,0.9908,0.1264,0.5912,0.0021,0.5912,low,IAB9 - Video Games,IAB20 - Automotive,gaming,"young_adults, tech_enthusiasts","Gra mobilna o tematyce samochodowej publikowana przez zaufane media francuskie, przyciągająca entuzjastów motoryzacji."
onetag,vg.hu,,Desktop,Web,DISPLAY,970x250,HU,108,96,108,88.89%,0,0.00%,0.0697,0.645,0.726,0.0,0,0.00%,0.8889,1.0,0.726,0.9278,0.0002,0.9278,low,IAB12 - News & Politics,,news,"mass_reach,professionals",Węgierski portal wiadomości ogólnych z szerokim zasięgiem i zaufaniem wśród społeczeństwa węgierskiego.
pubmatic,www.skysports.com,,Mobile,Web,VIDEO,300x600,BE,108,25,105,23.81%,0,0.00%,0.31452,2.912,12.581,0.0,0,0.00%,0.2315,0.9722,12.5808,0.4907,0.0,0.4907,low,IAB17 - Sports,,sports,"mass_reach,young_adults,professionals","Najstarsza i najpopularniejsza platforma sportowa, doskonała dla kampanii ogólnych i sportowych."
pubmatic,www.snopes.com,,Mobile,Web,DISPLAY,970x250,US,108,99,108,91.67%,0,0.00%,0.432,4.0,4.364,0.0,0,0.00%,0.9167,1.0,4.3636,0.9459,0.0,0.9459,low,IAB12 - News & Politics,IAB15 - Technology & Computing,news,"professionals,students","Portal weryfikujący fake newsy o wysokiej wiarygodności, dla kampanii edukacyjnych i informacyjnych."
sovrn,playfootball.games,,Desktop,Web,DISPLAY,300x600,AT,108,106,107,99.07%,0,0.00%,0.0,0.0,0.0,0.0,0,0.00%,0.9815,0.9907,0.0,0.9847,0.0,0.9847,low,IAB20 - Video Gaming,IAB5 - Sports,gaming,"young_adults, students, tech_enthusiasts",Portal gier piłkarskich online przyciągający młodych mężczyzn zainteresowanych sportami wirtualnymi i konkurencją.
index,www.telegraph.co.uk,,Mobile,Web,DISPLAY,300x600,GB,108,0,106,0.00%,0,0.00%,0.250289,2.317,0.0,0.0,0,0.00%,0.0,0.9815,0.0,0.3435,0.0,0.3435,low,IAB12 - News & Politics,IAB15 - Business & Finance,news,"professionals,high_income",Prestiżowa brytyjska gazeta o wysokiej wiarygodności przyciągająca profesjonalistów i osoby z wyższymi dochodami.
adx,brickset.com,,Mobile,Web,DISPLAY,320x50,RS,108,103,106,97.17%,0,0.00%,0.216804,2.007,2.105,0.0,0,0.00%,0.9537,0.9815,2.1049,0.9634,0.0,0.9634,low,IAB9 - Hobbies & Interests,IAB16 - Hobbies & Interests,lifestyle,"young_adults,students,tech_enthusiasts,mass_reach",Baza danych LEGO przyciąga kolekcjonerów i fanów konstruktorów o różnym wieku zainteresowanych hobby kreatywnym.
adxbr,hkn3.hocboi247.com,,Mobile,Web,DISPLAY,300x600,BR,108,34,98,34.69%,1,0.93%,0.187612,1.737,5.518,0.188,0,0.00%,0.3148,0.9074,5.518,0.5222,0.0001,0.0,high,IAB9 - Hobbies & Interests,IAB17 - Sports,sports,"young_adults, mass_reach",Serwis sportowy o wątpliwej autentyczności i potencjalnie słabych standardach redakcyjnych.
adxbr,www.pacogames.com,,Desktop,Web,DISPLAY,160x600,BR,108,99,103,96.12%,0,0.00%,0.148835,1.378,1.503,0.0,0,0.00%,0.9167,0.9537,1.5034,0.9296,0.0001,0.9296,low,IAB14 - Games,,gaming,"mass_reach,young_adults,students","Serwis gier online i flash games, przyciągający użytkowników szukających łatwo dostępnej rozrywki bez konieczności pobierania."
adxbr,w2g.tv,,Desktop,Web,DISPLAY,300x250,MX,108,96,97,98.97%,0,0.00%,0.027443,0.254,0.286,0.0,0,0.00%,0.8889,0.8981,0.2859,0.8921,0.0004,0.6691,medium,IAB19 - Video Gaming,IAB16 - Movies,entertainment,"young_adults,tech_enthusiasts",Platforma do wspólnego oglądania filmów i treści wideo przyciągająca młodych użytkowników zainteresowanych rozrywką cyfrową.
rp,www.glamour.de,,Desktop,Web,DISPLAY,300x250,DE,107,92,107,85.98%,0,0.00%,0.123044,1.15,1.337,0.0,0,0.00%,0.8598,1.0,1.3374,0.9089,0.0001,0.9089,low,IAB20 - Lifestyle,IAB9 - Hobbies & Interests,lifestyle,"young_adults, high_income, mass_reach",Prestiżowy magazyn mody i lifestyle'u przyciągający kobiety zainteresowane modą i ekskluzywnym stylem życia.
openx,kultura.onet.pl,,Desktop,Web,DISPLAY,300x600,PL,107,65,103,63.11%,0,0.00%,0.164033,1.533,2.524,0.0,0,0.00%,0.6075,0.9626,2.5236,0.7318,0.0001,0.7318,low,IAB12 - News & Politics,IAB9 - Hobbies & Interests,entertainment,"professionals,young_adults","Redakcja kultury portalu Onet z artykułami o sztuce, filmach, muzyce i wydarzeniach kulturalnych."
sovrn,petapixel.com,,Desktop,Web,DISPLAY,336x280,GB,107,1,107,0.93%,0,0.00%,0.013121,0.123,13.121,0.0,0,0.00%,0.0093,1.0,13.121,0.356,0.0008,0.356,low,IAB18 - Technology & Computing,IAB9 - Hobbies & Interests,technology,"tech_enthusiasts, professionals, young_adults",Specjalistyczny portal fotograficzny i techniczny dla profesjonalistów i entuzjastów aparatury cyfrowej.
rp,investing.com,,Desktop,Web,DISPLAY,320x100,GB,107,48,104,46.15%,4,3.74%,0.15617,1.46,3.254,0.039,0,0.00%,0.4486,0.972,3.2535,0.6318,0.0001,0.6318,low,IAB13 - Business,IAB15 - Finance,finance,"professionals,high_income","Globalna platforma inwestycyjna przyciąga osoby zainteresowane giełdą, kryptowalutami i zarządzaniem kapitałem."
adxbr,www.focoemloterias.com.br,,Desktop,Web,DISPLAY,160x600,BR,107,107,107,100.00%,0,0.00%,0.0,0.0,0.0,0.0,0,0.00%,1.0,1.0,0.0,1.0,0.0,0.0,high,IAB9 - Hobbies & Interests,IAB18 - Games,gaming,"mass_reach, young_adults",Serwis poświęcony loteriom i grom losowym przyciąga graczy szukających informacji o grach hazardowych i wynikach.
pubmatic,lol.ps,,Desktop,Web,VIDEO,1920x1080,BR,107,95,100,95.00%,0,0.00%,0.41183,3.849,4.335,0.0,83,77.57%,0.8879,0.9346,4.3351,0.9042,0.0,0.9042,low,IAB20 - Video Gaming,IAB1 - Arts & Entertainment,entertainment,"young_adults,students,tech_enthusiasts","Portal gamingowy skupiony na humorze i rozrywce dla graczy, stanowiący dobrą przestrzeń dla marek kierowanych do młodszego pokolenia."
rp,www.diariopalentino.es,,Desktop,Web,DISPLAY,300x250,ES,107,92,104,88.46%,0,0.00%,0.291771,2.727,3.171,0.0,0,0.00%,0.8598,0.972,3.1714,0.8991,0.0,0.8991,low,IAB12 - News & Politics,IAB13 - Politics,news,"mass_reach, professionals","Lokalna gazeta hiszpańska o wysokiej wiarygodności, idealna dla marek chcących dotrzeć do dorosłych odbiorców informacji regionalnej."
adxapac,www.tmz.com,,Mobile,Web,DISPLAY,300x600,PH,107,53,94,56.38%,2,1.87%,0.150007,1.402,2.83,0.075,0,0.00%,0.4953,0.8785,2.8303,0.6294,0.0001,0.472,medium,IAB1 - Arts & Entertainment,IAB12 - News & Politics,entertainment,"young_adults,mass_reach",Serwis sensacyjnych wiadomości o celebrytach i show-biznesie przyciągający młodych dorosłych zainteresowanych rozrywką.
index,genshin-impact-map.appsample.com,,Desktop,Web,DISPLAY,300x250,MX,107,105,107,98.13%,0,0.00%,0.013025,0.122,0.124,0.0,0,0.00%,0.9813,1.0,0.124,0.9878,0.0008,0.9878,low,IAB9 - Hobbies & Interests,IAB19 - Technology & Computing,gaming,"young_adults, tech_enthusiasts, students",Mapa interaktywna do gry Genshin Impact przyciąga oddanych graczy szukających wskazówek i przewodników.
rp,www.wowhead.com,,Desktop,Web,DISPLAY,300x600,AU,107,85,107,79.44%,0,0.00%,0.047186,0.441,0.555,0.0,0,0.00%,0.7944,1.0,0.5551,0.8664,0.0002,0.8664,low,IAB9 - Hobbies & Interests,IAB20 - Video Gaming,gaming,"young_adults, students, tech_enthusiasts, mass_reach",Portal poświęcony grom MMO przyciąga zaangażowaną społeczność graczy zainteresowaną wspólnotą i treściami edukacyjnymi.
adxus,3c2asports.org,,Desktop,Web,DISPLAY,728x90,US,106,76,104,73.08%,0,0.00%,0.111337,1.05,1.465,0.0,0,0.00%,0.717,0.9811,1.465,0.8094,0.0001,0.8094,low,IAB17 - Sports,,sports,"mass_reach, young_adults, professionals","Strona sportowa poświęcona zawartości sportowej, przyciągająca sportowych entuzjastów i profesjonalistów."
