ADVERTISER_NAME,advertiser_industry,SUPPLY_SOURCE,DOMAIN,APP_NAME,DEVICE_TYPE,ENVIRONMENT,LINE_ITEM_TYPE,CREATIVE_SIZE,COUNTRY,IMPRESSIONS,VIEWABLE_IMPRESSIONS,MEASURABLE_IMPRESSIONS,VIEWABILITY,CLICKS,CLICK_THROUGH_RATE,TOTAL_SPEND_USD,ECPM_USD,VCPM_USD,ECPC_USD,VIDEO_COMPLETE_VIEWS,VIDEO_COMPLETION_RATE,effective_viewability,measurability_rate,cost_per_viewable_impression,quality_score,cost_efficiency_score,brand_safety_score,brand_safety_risk,iab_category,iab_category_secondary,content_type,audience_profile
Haleon Parodontax HU,health,adx,www.blikk.hu,,Mobile,Web,DISPLAY,300x600,HU,4299,3335,4260,0.7829,55,1.28,26.406094,6.142,7.918,0.48,0,0.0,0.7758,0.9909,7.9179,0.8869,0.0056,0.8869,low,IAB7,,health,"mass_reach,professionals"
BR Zurich Seguros,finance,adxbr,www.opovo.com.br,,Mobile,Web,DISPLAY,336x280,BR,4291,3081,4157,0.7412000000000001,19,0.44,12.798212,2.983,4.154,0.674,0,0.0,0.718,0.9688,4.1539,0.855,0.0107,0.855,low,IAB13,,finance,"professionals,high_income"
William Hill - ITA,gaming,id,www.calciomercato.com,,Mobile,Web,DISPLAY,970x250,IT,4246,3580,4197,0.853,18,0.42,9.534606,2.246,2.663,0.53,0,0.0,0.8431,0.9885,2.6633,0.9207,0.0167,0.9207,low,IAB9,,gaming,"young_adults,mass_reach"
Lilly Drogerie,retail,adx,www.programiz.com,,Desktop,Web,DISPLAY,728x90,RS,4242,4013,4107,0.9771,3,0.07,8.104443,1.911,2.02,2.701,0,0.0,0.946,0.9682,2.0195,0.9727,0.0221,0.9727,low,IAB22,,shopping,"mass_reach,young_adults"
Philip Morris International Spain,fmcg,rp,es.mail.yahoo.com,,Desktop,Web,DISPLAY,300x250,ES,4241,3917,4222,0.9278,1,0.02,2.185483,0.515,0.558,2.185,0,0.0,0.9236,0.9955,0.5579,0.9617,0.0798,0.9617,low,IAB8,,other,"mass_reach,parents"
Crypto com,finance,rp,www.chunkbase.com,,Mobile,Web,DISPLAY,970x250,AE,4239,4144,4201,0.9864,14,0.33,6.1617,1.454,1.487,0.44,0,0.0,0.9776,0.991,1.4869,0.9887,0.03,0.9887,low,IAB13,,finance,"professionals,high_income"
Warner Bros - Global,entertainment,rp,www.vinted.fi,,Mobile,Web,DISPLAY,300x250,FI,4217,801,4051,0.1977,2,0.05,1.339664,0.318,1.672,0.67,0,0.0,0.1899,0.9606,1.6725,0.5792,0.0266,0.3792,high,IAB1,,entertainment,"mass_reach,young_adults"
British Red Cross,other,index,www.devonlive.com,,Mobile,Web,DISPLAY,300x250,GB,4188,545,4066,0.134,1,0.02,8.064408,1.926,14.797,8.064,0,0.0,0.1301,0.9709,14.7971,0.5524,0.003,0.3524,high,IAB0,,other,mass_reach
Sky Showtime - Romania,entertainment,pubmatic,m.olx.ro,,Mobile,Web,DISPLAY,728x90,RO,4183,3812,4134,0.9221,1,0.02,0.557766,0.133,0.146,0.558,0,0.0,0.9113,0.9883,0.1463,0.9552,0.3045,0.9552,low,IAB1,,entertainment,"mass_reach,young_adults"
Sky Showtime,entertainment,adx,kalisz.wyborcza.pl,,Mobile,Web,DISPLAY,336x280,PL,4135,3328,4105,0.8107,6,0.15,3.451444,0.835,1.037,0.575,0,0.0,0.8048,0.9927,1.0371,0.9017,0.043,0.9017,low,IAB1,,entertainment,"mass_reach,young_adults"
BR_Mercedes_Institucional,automotive,adxbr,www.flightaware.com,,Mobile,Web,DISPLAY,320x50,BR,4131,3812,3976,0.9588,2,0.05,0.515945,0.125,0.135,0.258,0,0.0,0.9228,0.9625,0.1353,0.9607,0.3291,0.9607,low,IAB2,,automotive,"mass_reach,professionals"
Lilly Drogerie,retail,adx,www.kurir.rs,,Desktop,Web,DISPLAY,300x600,RS,4123,3564,4053,0.8793000000000001,12,0.29,8.038381,1.95,2.255,0.67,0,0.0,0.8644,0.983,2.2554,0.9312,0.0198,0.9312,low,IAB22,,shopping,"mass_reach,young_adults"
Calabria,food,appnexus,www.linkiesta.it,,Mobile,Web,DISPLAY,300x600,IT,4115,1621,3991,0.4061999999999999,6,0.15,1.440439,0.35,0.889,0.24,0,0.0,0.3939,0.9699,0.8886,0.688,0.0501,0.488,medium,IAB8,,other,"mass_reach,parents"
BR Perdigao,food,adxbr,esportes.r7.com,,Mobile,Web,DISPLAY,336x280,BR,4115,3061,3909,0.7831,5,0.12,8.291265,2.015,2.709,1.658,0,0.0,0.7439,0.9499,2.7087,0.8665,0.0164,0.8665,low,IAB8,,other,"mass_reach,parents"
Ype 75 anos,food,opera,mail.yahoo.com,,Desktop,Web,DISPLAY,300x600,BR,4080,3719,4062,0.9156,3,0.07,3.773749,0.925,1.015,1.258,0,0.0,0.9115,0.9956,1.0147,0.9556,0.0439,0.9556,low,IAB8,,other,"mass_reach,parents"
Warner Bros - Global,entertainment,rp,www.express.co.uk,,Mobile,Web,DISPLAY,320x100,TH,4063,3592,3972,0.9043,8,0.2,3.137588,0.772,0.873,0.392,0,0.0,0.8841,0.9776,0.8735,0.941,0.051,0.941,low,IAB1,,entertainment,"mass_reach,young_adults"
Sky Showtime,entertainment,adx,raketa.hu,,Desktop,Web,DISPLAY,970x250,HU,4062,2123,4007,0.5297999999999999,0,0.0,1.269657,0.313,0.598,0.0,0,0.0,0.5226,0.9865,0.598,0.7581,0.0745,0.7581,low,IAB1,,entertainment,"mass_reach,young_adults"
Bouygues Telecom,tech,appnexus,www.rugbyrama.fr,,Mobile,Web,DISPLAY,300x600,FR,4059,1134,3996,0.2838,3,0.07,3.96159,0.976,3.493,1.321,0,0.0,0.2794,0.9845,3.4935,0.6341,0.0128,0.4341,medium,IAB19,,technology,"young_adults,tech_enthusiasts"
PL Maspex Tymbark,food,id,itunes.apple.com,OneFootball - Soccer News,Mobile,In-app,DISPLAY,300x250,PL,4047,3729,4020,0.9276,8,0.2,10.901604,2.694,2.923,1.363,0,0.0,0.9214,0.9933,2.9235,0.9605,0.0152,0.9605,low,IAB8,,other,"mass_reach,parents"
Floradix,health,adx,www.iltirreno.it,,Mobile,Web,VIDEO,1300x1280,IT,3976,3577,3866,0.9252,16,0.4,53.630013,13.488,14.993,3.352,3126,0.7862,0.8996,0.9723,14.993,0.9069,0.003,0.9487,low,IAB7,,health,"mass_reach,professionals"
Dementia UK,health,adx,www.independent.co.uk,,Mobile,Web,DISPLAY,728x90,GB,3959,3191,3809,0.8378,8,0.2,13.385053,3.381,4.195,1.673,0,0.0,0.806,0.9621,4.1946,0.9,0.0106,0.9,low,IAB7,,health,"mass_reach,professionals"
BR BHP,other,adxbr,www.cacodarosa.com,,Mobile,Web,DISPLAY,300x250,BR,3953,2442,3856,0.6333,30,0.76,9.109978,2.305,3.731,0.304,0,0.0,0.6178,0.9755,3.7305,0.8044,0.0119,0.8044,low,IAB0,,other,mass_reach
BR Localiza RAC,automotive,adxbr,www.tupi.fm,,Mobile,Web,DISPLAY,336x280,BR,3943,2775,3834,0.7238,13,0.33,4.048713,1.027,1.459,0.311,0,0.0,0.7038,0.9724,1.459,0.8481,0.0305,0.8481,low,IAB2,,automotive,"mass_reach,professionals"
GPP,other,yoc,wiadomosci.gazeta.pl,,Mobile,Web,DISPLAY,336x280,PL,3884,2867,3762,0.7620999999999999,7,0.18,9.691707,2.495,3.38,1.385,0,0.0,0.7382,0.9686,3.3804,0.8653,0.0132,0.8653,low,IAB0,,other,mass_reach
Volkswagen VWB,automotive,index,www.money.pl,,Mobile,Web,DISPLAY,300x600,PL,3865,2845,3788,0.7511,9,0.23,8.529115,2.207,2.998,0.948,0,0.0,0.7361,0.9801,2.9979,0.8656,0.0149,0.8656,low,IAB2,,automotive,"mass_reach,professionals"
Adidas - France,fashion,adx,www.leboncoin.fr,,Mobile,Web,DISPLAY,970x250,FR,3832,1511,3694,0.409,8,0.21,7.32589,1.912,4.848,0.916,0,0.0,0.3943,0.964,4.8484,0.6865,0.0092,0.4865,medium,IAB18,,lifestyle,"young_adults,high_income"
Sean Stevens,other,sonobi,www.yahoo.com,,Mobile,Web,DISPLAY,300x250,US,3822,1105,3722,0.2969,3,0.08,6.089624,1.593,5.511,2.03,0,0.0,0.2891,0.9738,5.511,0.6353,0.0081,0.4353,medium,IAB0,,other,mass_reach
MX Phillip Morris IQOS,fmcg,rp,culturacolectiva.com,,Mobile,Web,DISPLAY,970x250,MX,3820,2772,3597,0.7706000000000001,9,0.24,16.570875,4.338,5.978,1.841,0,0.0,0.7257,0.9416,5.9779,0.8561,0.0075,0.8561,low,IAB8,,other,"mass_reach,parents"
BR Pepsico Gatorade,food,adxbr,es.mgfimoveis.com.br,,Mobile,Web,DISPLAY,300x600,BR,3794,3451,3773,0.9147,23,0.61,4.819005,1.27,1.396,0.21,0,0.0,0.9096,0.9945,1.3964,0.9546,0.0319,0.9546,low,IAB8,,other,"mass_reach,parents"
Petits-Fils,family,opera,www.marmiton.org,,Mobile,Web,DISPLAY,300x600,FR,3770,2058,3739,0.5504,22,0.58,11.153856,2.959,5.42,0.507,0,0.0,0.5459,0.9918,5.4198,0.7711,0.0082,0.7711,low,IAB6,,parenting,parents
MX Sephora,beauty,pubmatic,oem.com.mx,,Desktop,Web,DISPLAY,300x250,MX,3752,2559,3661,0.6990000000000001,8,0.21,14.729469,3.926,5.756,1.841,0,0.0,0.682,0.9757,5.7559,0.8374,0.0077,0.8374,low,IAB18,,lifestyle,"young_adults,high_income"
Sky Showtime,entertainment,onetag,hu.euronews.com,,Desktop,Web,DISPLAY,300x600,HU,3689,2323,3660,0.6347,0,0.0,0.814048,0.221,0.35,0.0,0,0.0,0.6297,0.9921,0.3504,0.8134,0.1271,0.8134,low,IAB1,,entertainment,"mass_reach,young_adults"
Haleon Panadol HU,health,index,www.livescore.com,,Desktop,Web,DISPLAY,300x600,HU,3684,2554,3609,0.7077,3,0.08,1.423069,0.386,0.557,0.474,0,0.0,0.6933,0.9796,0.5572,0.8437,0.0799,0.8437,low,IAB7,,health,"mass_reach,professionals"
Danone Alpro,food,yoc,wiadomosci.wp.pl,,Mobile,Web,DISPLAY,300x600,PL,3666,2662,3606,0.7382,15,0.41,8.535982,2.328,3.207,0.569,0,0.0,0.7261,0.9836,3.2066,0.8609,0.0139,0.8609,low,IAB8,,other,"mass_reach,parents"
Warner Bros - Global,entertainment,index,kuchnia.wp.pl,,Mobile,Web,DISPLAY,300x600,PL,3660,2324,3582,0.6487999999999999,21,0.57,8.128993,2.221,3.498,0.387,0,0.0,0.635,0.9787,3.4978,0.8137,0.0127,0.8137,low,IAB1,,entertainment,"mass_reach,young_adults"
MX Nissan Nibu,automotive,rp,www.novelodge.com,,Mobile,Web,DISPLAY,300x250,CO,3654,2641,3523,0.7495999999999999,28,0.77,16.799018,4.597,6.361,0.6,0,0.0,0.7228,0.9641,6.3609,0.8568,0.007,0.8568,low,IAB2,,automotive,"mass_reach,professionals"
Adidas - France,fashion,sovrn,www.rugbyrama.fr,,Mobile,Web,DISPLAY,300x250,FR,3570,1604,3402,0.4715,9,0.25,6.044142,1.693,3.768,0.672,0,0.0,0.4493,0.9529,3.7682,0.7122,0.0118,0.5122,medium,IAB18,,lifestyle,"young_adults,high_income"
Warner Bros - Global,entertainment,rp,www.sports.fr,,Mobile,Web,DISPLAY,320x100,FR,3568,2761,3351,0.8239,0,0.0,2.812443,0.788,1.019,0.0,0,0.0,0.7738,0.9392,1.0186,0.8816,0.0437,0.8816,low,IAB1,,entertainment,"mass_reach,young_adults"
BR Movida,automotive,adxbr,g1.globo.com,,Mobile,Web,DISPLAY,300x600,BR,3566,3166,3504,0.9035,13,0.36,6.838706,1.918,2.16,0.526,0,0.0,0.8878,0.9826,2.16,0.943,0.0206,0.943,low,IAB2,,automotive,"mass_reach,professionals"
FDJ - FR,gaming,id,www.melty.fr,,Mobile,Web,DISPLAY,970x250,FR,3530,3158,3457,0.9135,6,0.17,0.951403,0.27,0.301,0.159,0,0.0,0.8946,0.9793,0.3013,0.9464,0.1479,0.9464,low,IAB9,,gaming,"young_adults,mass_reach"
mtl_emea_de_dl_barbie_multi,entertainment,kidoz,apps.apple.com,Cooking Fever: Restaurant Game,Mobile,In-app,VIDEO,1300x1280,DE,3516,2149,2900,0.741,94,0.0266999999999999,34.348581,9.769,15.984,0.365,3009,0.8558,0.6112,0.8248,15.9835,0.799,0.0028,0.7829,low,IAB1,,entertainment,"mass_reach,young_adults"
Localiza Seminovos,automotive,adxbr,goodhype.com,,Desktop,Web,DISPLAY,300x250,BR,3499,742,1200,0.6183,5,0.14,0.194368,0.056,0.262,0.039,0,0.0,0.2121,0.343,0.262,0.4807,0.1701,0.4807,medium,IAB2,,automotive,"mass_reach,professionals"
Sky Showtime,entertainment,connectad,jastrzabpost.pl,,Desktop,Web,DISPLAY,336x280,PL,3482,2793,3451,0.8093,1,0.03,1.615455,0.464,0.578,1.615,0,0.0,0.8021,0.9911,0.5784,0.9002,0.077,0.9002,low,IAB1,,entertainment,"mass_reach,young_adults"
Sky Showtime,entertainment,adx,magyarhirlap.hu,,Mobile,Web,DISPLAY,320x50,HU,3474,2693,3359,0.8017,1,0.03,1.375038,0.396,0.511,1.375,0,0.0,0.7752,0.9669,0.5106,0.8843,0.0872,0.8843,low,IAB1,,entertainment,"mass_reach,young_adults"
Betano BR,gaming,smaato,pt.besoccer.com,,Mobile,Web,DISPLAY,320x50,BR,3394,3006,3321,0.9051,12,0.35,2.718682,0.801,0.904,0.227,0,0.0,0.8857,0.9785,0.9044,0.9418,0.0493,0.9418,low,IAB9,,gaming,"young_adults,mass_reach"
777 - Spain,gaming,rp,www.libertaddigital.com,,Mobile,Web,DISPLAY,320x100,ES,3391,3095,3361,0.9209,8,0.24,5.819972,1.716,1.88,0.727,0,0.0,0.9127,0.9912,1.8804,0.9561,0.0237,0.9561,low,IAB9,,gaming,"young_adults,mass_reach"
Sky Showtime,entertainment,appnexus,film.dziennik.pl,,Mobile,Web,DISPLAY,300x250,PL,3363,1934,3333,0.5803,3,0.09,1.042159,0.31,0.539,0.347,0,0.0,0.5751,0.9911,0.5389,0.7857,0.0827,0.7857,low,IAB1,,entertainment,"mass_reach,young_adults"
Doritos - PT,food,rp,revistamonet.globo.com,,Mobile,Web,DISPLAY,320x100,PT,3354,2554,3331,0.7667,8,0.24,4.438351,1.323,1.738,0.555,0,0.0,0.7615,0.9931,1.7378,0.8799,0.0256,0.8799,low,IAB8,,other,"mass_reach,parents"
Adidas - France,fashion,index,www.grazia.fr,,Mobile,Web,DISPLAY,300x600,FR,3351,1840,3266,0.5634,69,0.0206,27.171523,8.108,14.767,0.394,0,0.0,0.5491,0.9746,14.7671,0.769,0.003,0.769,low,IAB18,,lifestyle,"young_adults,high_income"
mtl_emea_de_ip_fp_multi,other,sovrn,generic.gmx.net,,Desktop,Web,DISPLAY,160x600,DE,3324,3145,3294,0.9548,0,0.0,4.296348,1.293,1.366,0.0,0,0.0,0.9461,0.991,1.3661,0.9729,0.0326,0.9729,low,IAB0,,other,mass_reach
Sky Showtime,entertainment,adx,www.hasznaltauto.hu,,Desktop,Web,DISPLAY,320x100,HU,3317,3139,3302,0.9506,0,0.0,0.510293,0.154,0.163,0.0,0,0.0,0.9463,0.9955,0.1626,0.973,0.274,0.973,low,IAB1,,entertainment,"mass_reach,young_adults"
British Red Cross,other,appnexus,www.walesonline.co.uk,,Mobile,Web,DISPLAY,300x250,GB,3316,228,3152,0.0723,0,0.0,8.451433,2.549,37.068,0.0,0,0.0,0.0688,0.9505,37.0677,0.5114,0.0012,0.5114,medium,IAB0,,other,mass_reach
Localiza Seminovos,automotive,opera,terrabrasilnoticias.com,,Mobile,Web,DISPLAY,300x250,BR,3311,132,306,0.4314,60,0.0181,20.061529,6.059,151.981,0.334,0,0.0,0.0399,0.0924,151.9813,0.2619,0.0003,0.0619,high,IAB2,,automotive,"mass_reach,professionals"
Betano CL,gaming,sas,dalechatea.me,,Mobile,Web,DISPLAY,320x50,CL,3306,3264,3292,0.9915,6,0.18,3.317433,1.003,1.016,0.553,0,0.0,0.9873,0.9958,1.0164,0.9937,0.0438,0.9937,low,IAB9,,gaming,"young_adults,mass_reach"
Circus Daily - Belgium,entertainment,openx,www.flashscore.fr,,Mobile,Web,DISPLAY,320x50,BE,3271,2869,3243,0.8847,16,0.49,8.517813,2.604,2.969,0.532,0,0.0,0.8771,0.9914,2.9689,0.9381,0.015,0.9381,low,IAB1,,entertainment,"mass_reach,young_adults"
Sky Showtime,entertainment,rp,index.hu,,Desktop,Web,DISPLAY,320x50,HU,3261,897,3242,0.2767,0,0.0,1.045775,0.321,1.166,0.0,0,0.0,0.2751,0.9942,1.1659,0.6354,0.0382,0.6354,medium,IAB1,,entertainment,"mass_reach,young_adults"
BR Piracanjuba,food,adxbr,www.tudosaladeaula.com,,Desktop,Web,DISPLAY,728x90,BR,3258,2303,3121,0.7379000000000001,32,0.98,5.530336,1.697,2.401,0.173,0,0.0,0.7069,0.9579,2.4014,0.8479,0.0186,0.8479,low,IAB8,,other,"mass_reach,parents"
mtl_emea_gr_dl_barbie_multi,family,magniteng,play.google.com,Find The Cat - Spot It! - Apps on Google Play,Mobile,In-app,VIDEO,1300x1280,GR,3240,2963,3218,0.9208,321,0.0991,16.019664,4.944,5.407,0.05,2621,0.809,0.9145,0.9932,5.4066,0.9182,0.0082,0.957,low,IAB6,,parenting,parents
BR Perdigao,food,rp,www.terra.com.br,,Desktop,Web,DISPLAY,728x90,BR,3221,2655,3175,0.8362,24,0.75,6.249312,1.94,2.354,0.26,0,0.0,0.8243,0.9857,2.3538,0.911,0.0189,0.911,low,IAB8,,other,"mass_reach,parents"
Lottoland,finance,onetag,www.libertatea.ro,,Mobile,Web,DISPLAY,336x280,AT,3210,1972,3197,0.6168,3,0.09,2.293044,0.714,1.163,0.764,0,0.0,0.6143,0.996,1.1628,0.8064,0.0383,0.8064,low,IAB13,,finance,"professionals,high_income"
BR_Mercedes_Institucional,automotive,smartyads,mytuner-radio.com,,Desktop,Web,DISPLAY,336x280,BR,3190,2701,3044,0.8873000000000001,63,0.0197,16.166395,5.068,5.985,0.257,0,0.0,0.8467,0.9542,5.9853,0.9208,0.0074,0.9208,low,IAB2,,automotive,"mass_reach,professionals"
FDJ - FR,gaming,pubmatic,trucmania.ouest-france.fr,,Desktop,Web,DISPLAY,728x90,FR,3173,2958,3140,0.942,6,0.19,1.790481,0.564,0.605,0.298,0,0.0,0.9322,0.9896,0.6053,0.9658,0.0736,0.9658,low,IAB9,,gaming,"young_adults,mass_reach"
Sky Showtime,entertainment,adx,przegladsportowy.onet.pl,,TV,Web,DISPLAY,320x100,PL,3140,1554,3077,0.505,0,0.0,0.63736,0.203,0.41,0.0,0,0.0,0.4949,0.9799,0.4101,0.7425,0.1086,0.7425,low,IAB1,,entertainment,"mass_reach,young_adults"
Warner Bros - Global,entertainment,rp,www.ranker.com,,Mobile,Web,DISPLAY,300x50,PH,3131,2585,2898,0.892,0,0.0,1.456999,0.465,0.564,0.0,0,0.0,0.8256,0.9256,0.5636,0.9088,0.079,0.9088,low,IAB1,,entertainment,"mass_reach,young_adults"
MX Sephora,beauty,adxbr,abcnoticias.mx,,Mobile,Web,DISPLAY,320x100,MX,3115,2796,3005,0.9304,8,0.26,8.152879,2.617,2.916,1.019,0,0.0,0.8976,0.9647,2.9159,0.9476,0.0153,0.9476,low,IAB18,,lifestyle,"young_adults,high_income"
MX Koleston Wella,beauty,appnexus,www.buzzfeed.com,,Mobile,Web,DISPLAY,300x250,MX,3094,2327,3054,0.762,9,0.29,4.634821,1.498,1.992,0.515,0,0.0,0.7521,0.9871,1.9918,0.8745,0.0224,0.8745,low,IAB18,,lifestyle,"young_adults,high_income"
Sky Showtime,entertainment,adx,www.portfolio.hu,,Mobile,Web,DISPLAY,300x600,HU,3084,1948,3038,0.6412,5,0.16,4.249687,1.378,2.182,0.85,0,0.0,0.6316,0.9851,2.1816,0.8132,0.0204,0.8132,low,IAB1,,entertainment,"mass_reach,young_adults"
777 - Spain,gaming,appnexus,www.google.com,,Mobile,Web,DISPLAY,300x600,ES,3071,2829,2999,0.9433,49,0.016,17.278616,5.626,6.108,0.353,0,0.0,0.9212,0.9766,6.1077,0.96,0.0073,0.96,low,IAB9,,gaming,"young_adults,mass_reach"
mtl_emea_es_dl_barbie_multi,family,prebid,www.elperiodicomediterraneo.com,,Mobile,Web,DISPLAY,300x600,ES,3059,2824,3000,0.9413,4,0.13,7.412307,2.423,2.625,1.853,0,0.0,0.9232,0.9807,2.6248,0.961,0.017,0.961,low,IAB6,,parenting,parents
Floradix,health,appnexus,www.libero.it,,Desktop,Web,VIDEO,1300x1280,IT,3022,64,66,0.9697,4,0.13,40.766512,13.49,636.977,10.192,2615,0.8653,0.0212,0.0218,636.9767,0.6118,0.0001,0.4958,medium,IAB7,,health,"mass_reach,professionals"
Sky Showtime,entertainment,prebidserver,lubimyczytac.pl,,Mobile,Web,DISPLAY,336x280,PL,3005,1718,2961,0.5802,2,0.07,1.039713,0.346,0.605,0.52,0,0.0,0.5717,0.9854,0.6052,0.7828,0.0736,0.7828,low,IAB1,,entertainment,"mass_reach,young_adults"
Sky Showtime,entertainment,adx,dosaresecrete.ro,,Mobile,Web,DISPLAY,320x50,RO,3003,2522,2936,0.8590000000000001,3,0.1,1.90952,0.636,0.757,0.637,0,0.0,0.8398,0.9777,0.7571,0.9183,0.0588,0.9183,low,IAB1,,entertainment,"mass_reach,young_adults"
Betano BR,gaming,gumgum,pt.scribd.com,,Mobile,Web,DISPLAY,300x250,BR,2997,2837,2950,0.9617,114,0.038,6.590199,2.199,2.323,0.058,0,0.0,0.9466,0.9843,2.3229,0.973,0.0192,0.973,low,IAB9,,gaming,"young_adults,mass_reach"
mtl_emea_gr_dl_mh_multi,other,kidoz,play.google.com,Monster High™ Beauty Salon,Mobile,In-app,DISPLAY,320x480,GR,2994,2879,2935,0.9809,0,0.0,16.499324,5.511,5.731,0.0,0,0.0,0.9616,0.9803,5.7309,0.9806,0.0078,0.9806,low,IAB0,,other,mass_reach
Warner Bros - Global,entertainment,adxapac,www.loveandlemons.com,,Mobile,Web,DISPLAY,300x250,AU,2994,2037,2933,0.6945,1,0.03,3.048514,1.018,1.497,3.049,0,0.0,0.6804,0.9796,1.4966,0.8371,0.0298,0.8371,low,IAB1,,entertainment,"mass_reach,young_adults"
DR Power,tech,adxus,www.foodnetwork.com,,Desktop,Web,DISPLAY,970x250,US,2985,1999,2921,0.6844,15,0.5,29.7,9.95,14.857,1.98,0,0.0,0.6697,0.9786,14.8574,0.8315,0.003,0.8315,low,IAB19,,technology,"young_adults,tech_enthusiasts"
Localiza Seminovos,automotive,mgid,www.gp1.com.br,,Mobile,Web,DISPLAY,336x280,BR,2972,22,321,0.0684999999999999,18,0.61,0.560705,0.189,25.487,0.031,0,0.0,0.0074,0.108,25.4866,0.0882,0.0017,0.0,high,IAB2,,automotive,"mass_reach,professionals"
Bradesco SA,banking,inmobi,play.google.com,Find Fun Difference: Spot it! - Apps on Google Play,Mobile,In-app,DISPLAY,500x120,BR,2966,0,0,0.0,33,1.11,1.469188,0.495,0.0,0.045,0,0.0,0.0,0.0,,0.0,0.0,0.0,high,IAB13,,finance,"professionals,high_income"
Warner Bros - Global,entertainment,pubmatic,www.comprerural.com,,Mobile,Web,DISPLAY,300x250,BR,2951,799,2853,0.2801,31,1.05,9.23293,3.129,11.556,0.298,0,0.0,0.2708,0.9668,11.5556,0.6235,0.0039,0.4235,medium,IAB1,,entertainment,"mass_reach,young_adults"
Localiza Seminovos,automotive,adxbr,musicasparamissa.com.br,,Desktop,Web,DISPLAY,300x600,BR,2947,747,946,0.7896,8,0.27,0.345426,0.117,0.462,0.043,0,0.0,0.2535,0.321,0.4624,0.5553,0.0963,0.5553,medium,IAB2,,automotive,"mass_reach,professionals"
mtl_emea_fr_ip_fp_multi,other,adx,momes.parents.fr,,Mobile,Web,VIDEO,1300x1280,FR,2913,1797,2804,0.6409,3,0.1,17.898944,6.145,9.96,5.966,2499,0.8579000000000001,0.6169,0.9626,9.9605,0.8077,0.0045,0.8017,low,IAB0,,other,mass_reach
MX Sephora,beauty,adxbr,es.quora.com,,Mobile,Web,DISPLAY,300x250,MX,2909,2337,2850,0.82,13,0.45,6.659163,2.289,2.849,0.512,0,0.0,0.8034,0.9797,2.8494,0.8999,0.0156,0.8999,low,IAB18,,lifestyle,"young_adults,high_income"
Pepsi - PT,food,sovrn,www.record.pt,,Mobile,Web,DISPLAY,728x90,PT,2906,2040,2879,0.7086,2,0.07,1.738251,0.598,0.852,0.869,0,0.0,0.702,0.9907,0.8521,0.8497,0.0523,0.8497,low,IAB8,,other,"mass_reach,parents"
Grosvenor Casinos,entertainment,rp,www.techradar.com,,Mobile,Web,DISPLAY,728x90,GB,2894,1481,2872,0.5157,6,0.21,2.834581,0.979,1.914,0.472,0,0.0,0.5117,0.9924,1.914,0.754,0.0233,0.754,low,IAB1,,entertainment,"mass_reach,young_adults"
Sheilas Wheels,finance,rise,www.jamieoliver.com,,Mobile,Web,DISPLAY,320x50,GB,2892,2013,2851,0.7061,4,0.14,4.949841,1.712,2.459,1.237,0,0.0,0.6961,0.9858,2.4589,0.8459,0.0181,0.8459,low,IAB13,,finance,"professionals,high_income"
Adidas - Italy,sport,rp,www.fcinter1908.it,,Mobile,Web,DISPLAY,300x600,IT,2872,1620,2811,0.5763,11,0.38,5.362848,1.867,3.31,0.488,0,0.0,0.5641,0.9788,3.3104,0.7775,0.0135,0.7775,low,IAB17,,sports,"young_adults,mass_reach"
mtl_emea_es_ip_fp_multi,other,pubmatic,biwenger.as.com,,Desktop,Web,DISPLAY,160x600,ES,2866,2490,2827,0.8808,3,0.1,3.450641,1.204,1.386,1.15,0,0.0,0.8688,0.9864,1.3858,0.9336,0.0321,0.9336,low,IAB0,,other,mass_reach
Sky Showtime,entertainment,pubmatic,kultura.onet.pl,,Mobile,Web,DISPLAY,336x280,PL,2842,1750,2800,0.625,7,0.25,3.104082,1.092,1.774,0.443,0,0.0,0.6158,0.9852,1.7738,0.8051,0.0251,0.8051,low,IAB1,,entertainment,"mass_reach,young_adults"
Warner Bros - Global,entertainment,rp,moovit.com,,Mobile,Web,DISPLAY,300x250,ES,2841,2431,2771,0.8773000000000001,4,0.14,2.94127,1.035,1.21,0.735,0,0.0,0.8557,0.9754,1.2099,0.9264,0.0368,0.9264,low,IAB1,,entertainment,"mass_reach,young_adults"
Viceroy,fashion,adx,www.ciudadredonda.org,,Mobile,Web,DISPLAY,300x600,ES,2831,1897,2810,0.6751,22,0.78,4.973446,1.757,2.622,0.226,0,0.0,0.6701,0.9926,2.6217,0.8338,0.017,0.8338,low,IAB18,,lifestyle,"young_adults,high_income"
Visit Florida,travel,index,www.mapquest.com,,Desktop,Web,DISPLAY,300x250,US,2820,2133,2774,0.7689,1,0.04,8.46,3.0,3.966,8.46,0,0.0,0.7564,0.9837,3.9662,0.8763,0.0112,0.8763,low,IAB20,,other,"mass_reach,high_income"
mtl_emea_uk_ip_fp_multi,other,loopme,www.dailypost.co.uk,,Mobile,Web,DISPLAY,300x250,GB,2791,1221,2735,0.4464,1,0.04,7.322951,2.624,5.998,7.323,0,0.0,0.4375,0.9799,5.9975,0.7131,0.0074,0.5131,medium,IAB0,,other,mass_reach
Adidas - France,fashion,index,www.cuisineactuelle.fr,,Mobile,Web,DISPLAY,300x600,FR,2767,789,2635,0.2994,3,0.11,2.687377,0.971,3.406,0.896,0,0.0,0.2851,0.9523,3.4061,0.6259,0.0131,0.4259,medium,IAB18,,lifestyle,"young_adults,high_income"
