SUPPLY_SOURCE,DOMAIN,APP_NAME,DEVICE_TYPE,ENVIRONMENT,LINE_ITEM_TYPE,CREATIVE_SIZE,COUNTRY,IMPRESSIONS,VIEWABLE_IMPRESSIONS,MEASURABLE_IMPRESSIONS,VIEWABILITY,CLICKS,CLICK_THROUGH_RATE,TOTAL_SPEND_USD,ECPM_USD,VCPM_USD,ECPC_USD,VIDEO_COMPLETE_VIEWS,VIDEO_COMPLETION_RATE,effective_viewability,measurability_rate,cost_per_viewable_impression,quality_score,cost_efficiency_score,brand_safety_score,brand_safety_risk,iab_category,iab_category_secondary,content_type,audience_profile,placement_rationale_pl
adxapac,www.philstar.com,,Mobile,Web,DISPLAY,320x50,PH,1767,1509,1561,96.67%,3,0.17%,1.085867,0.615,0.720,0.362,0,0.00%,0.854,0.8834,0.7196,0.925,0.0002,0.925,low,IAB12 - News & Politics,IAB15 - Entertainment,news,mass_reach,Filipiński portal informacyjny - dostęp do publiczności rynku filipińskiego.
pubmatic,m.demotywatory.pl,,Mobile,Web,DISPLAY,320x100,PL,1761,1414,1708,82.79%,2,0.11%,2.349872,1.334,1.662,1.175,0,0.00%,0.803,0.9699,1.6619,0.8989,0.0001,0.8989,low,IAB14 - Entertainment,,entertainment,"mass_reach, young_adults, students","Portal humorystyczny z memami i dowcipami dla młodej, zabawą zainteresowanej publiki."
adxbr,beebom.com,,Mobile,Web,DISPLAY,320x50,BR,1759,1637,1704,96.07%,5,0.28%,1.854814,1.054,1.133,0.371,0,0.00%,0.9306,0.9687,1.1331,0.9647,0.0001,0.9647,low,IAB19 - Technology & Computing,,technology,"tech_enthusiasts, young_adults",Portal tech-news przyciąga entuzjastów technologii zainteresowanych nowościami gadżetów i aplikacji.
adx,www.kwestiasmaku.com,,Mobile,Web,DISPLAY,300x600,PL,1751,1355,1726,78.51%,13,0.74%,6.975068,3.983,5.148,0.537,0,0.00%,0.7738,0.9857,5.1477,0.8854,0.0,0.8854,low,IAB9 - Hobbies & Interests,IAB5 - Education,lifestyle,"mass_reach, parents",Polski serwis o kuchni i przepisach; idealna platforma dla marek spożywczych i urządzeń kuchennych.
sovrn,edukacja.dziennik.pl,,Mobile,Web,DISPLAY,300x250,PL,1750,1200,1700,70.59%,2,0.11%,3.360097,1.920,2.800,1.680,0,0.00%,0.6857,0.9714,2.8001,0.8387,0.0001,0.8387,low,IAB24 - Education,,education,"students, parents",Portal edukacyjny idealny dla kampanii skierowanych do uczniów i rodziców.
pubmatic,edukacja.dziennik.pl,,Mobile,Web,DISPLAY,320x480,PL,1749,1412,1685,83.80%,5,0.29%,2.535579,1.450,1.796,0.507,0,0.00%,0.8073,0.9634,1.7957,0.9007,0.0001,0.9007,low,IAB24 - Education,,education,"students, parents",Portal edukacyjny idealny dla kampanii skierowanych do uczniów i rodziców.
adxbr,resumodasnovelas.ig.com.br,,Mobile,Web,DISPLAY,160x600,BR,1748,993,1730,57.40%,85,4.86%,13.031881,7.455,13.124,0.153,0,0.00%,0.5681,0.9897,13.1237,0.7818,0.0,0.7818,low,IAB11 - Entertainment,,entertainment,"mass_reach, parents","Serwis o telenowelach z masowym zasięgiem, atrakcyjny dla marek konsumenckich."
sas,www.cozycozy.com,,Mobile,Web,DISPLAY,320x100,BR,1748,986,1680,58.69%,0,0.00%,2.228144,1.275,2.260,0.000,0,0.00%,0.5641,0.9611,2.2598,0.774,0.0001,0.774,low,IAB18 - Real Estate,IAB11 - Home & Garden,lifestyle,"high_income, professionals, parents",Serwis nieruchomości przyciąga nabywców i inwestorów z wysokim potencjałem zakupowym.
openx,graveyardkeeper.fandom.com,,Desktop,Web,VIDEO,1280x720,BR,1746,830,862,96.29%,0,0.00%,7.076194,4.053,8.526,0.000,1687,96.62%,0.4754,0.4937,8.5255,0.7995,0.0,0.7283,low,IAB9 - Gaming,,gaming,"young_adults, students, tech_enthusiasts",Wiki gry Graveyard Keeper dociera do zaangażowanych graczy szukających porad i informacji o grze.
adx,aldi.gazetkapromocyjna.com.pl,,Mobile,Web,DISPLAY,300x600,PL,1740,980,1678,58.40%,8,0.46%,6.105559,3.509,6.230,0.763,0,0.00%,0.5632,0.9644,6.2302,0.7742,0.0,0.7742,low,IAB18 - Shopping,,shopping,mass_reach,"Gazetka ALDI, doskonała dla FMCG i kampanii retail na polskim rynku."
rp,savoriurbane.com,,Mobile,Web,DISPLAY,320x50,RO,1739,732,1728,42.36%,0,0.00%,0.043292,0.025,0.059,0.000,0,0.00%,0.4209,0.9937,0.0591,0.7087,0.0028,0.7087,low,IAB8 - Food & Drink,,lifestyle,"young_adults, high_income","Blog kulinarny dla foodies, idealny dla premium marek żywności i restauracji."
triplelift,www.paciencia.co,,Desktop,Web,DISPLAY,320x50,BR,1738,1646,1667,98.74%,12,0.69%,1.317691,0.758,0.801,0.110,0,0.00%,0.9471,0.9591,0.8005,0.9732,0.0002,0.9732,low,IAB15 - Entertainment,IAB20 - Games,gaming,"mass_reach, young_adults",Portal gier kasynowych i logicznych - adresuje graczy casualowych szukających rozrywki.
adx,www.meteoblue.com,,Mobile,Web,DISPLAY,300x250,ES,1736,1121,1683,66.61%,3,0.17%,4.400118,2.535,3.925,1.467,0,0.00%,0.6457,0.9695,3.9252,0.8178,0.0,0.8178,low,IAB19 - Technology & Computing,,other,"mass_reach, professionals",Światowy serwis meteorologiczny - dostęp do planistów i osób zajmujących się transportem.
adxbr,insurance.bulldogdrool.com,,Mobile,Web,DISPLAY,320x480,BR,1732,675,1712,39.43%,330,19.05%,38.791233,22.397,57.468,0.118,0,0.00%,0.3897,0.9885,57.4685,0.6914,0.0,0.4914,medium,IAB18 - Beauty & Fitness,,other,mass_reach,Serwis ubezpieczeniowy dla zwierząt domowych.
ogury,www.naval.com.br,,Mobile,Web,DISPLAY,336x280,BR,1726,850,1712,49.65%,9,0.52%,0.501956,0.291,0.591,0.056,0,0.00%,0.4925,0.9919,0.5905,0.7442,0.0003,0.5442,medium,IAB19 - Technology & Computing,,technology,"tech_enthusiasts, professionals",Portal techniczny dla zainteresowanych nowinkami i sprzętem IT.
rp,www.wattpad.com,,Desktop,Web,DISPLAY,300x600,UY,1718,1494,1692,88.30%,0,0.00%,0.265000,0.154,0.177,0.000,0,0.00%,0.8696,0.9849,0.1774,0.934,0.0009,0.934,low,IAB1 - Arts & Entertainment,IAB5 - Education,entertainment,"young_adults, students",Platforma społeczna z user-generated content popularna wśród młodzieży i studentów.
adxbr,fazendoanossafesta.com.br,,Mobile,Web,DISPLAY,336x280,BR,1712,1019,1661,61.35%,3,0.18%,1.846115,1.078,1.812,0.615,0,0.00%,0.5952,0.9702,1.8117,0.7918,0.0001,0.7918,low,IAB9 - Hobbies & Interests,IAB26 - Parenting,parenting,"parents, young_adults",Blog imprez dla rodziców i młodych dorosłych planujących cele i uroczystości.
index,www.pudelek.pl,,Mobile,Web,DISPLAY,300x250,US,1711,1240,1681,73.77%,3,0.18%,1.833417,1.072,1.479,0.611,0,0.00%,0.7247,0.9825,1.4786,0.8601,0.0001,0.8601,low,IAB11 - Entertainment,IAB14 - Society,entertainment,"mass_reach, young_adults",Tabloid rozrywkowy o wysokiej frekwencji idealna platforma dla marek beauty i fashion.
sovrn,placar.uol.com.br,,Mobile,Web,DISPLAY,728x90,BR,1703,1519,1648,92.17%,1,0.06%,2.582829,1.517,1.700,2.583,0,0.00%,0.892,0.9677,1.7003,0.9447,0.0001,0.9447,low,IAB17 - Sports,,sports,"mass_reach, young_adults",Serwis sportowy z wiadomościami i wynikami dla fanów piłki nożnej i sportów.
rp,holdpont.hu,,Desktop,Web,DISPLAY,300x250,HU,1692,972,1643,59.16%,0,0.00%,0.372259,0.220,0.383,0.000,0,0.00%,0.5745,0.971,0.383,0.7813,0.0004,0.7813,low,IAB24 - Uncategorized,,other,mass_reach,Serwis o niezdefiniowanej kategorii wymagający dalszych badań.
rp,vandal.elespanol.com,,Mobile,Web,DISPLAY,336x280,ES,1683,646,1638,39.44%,9,0.53%,4.181510,2.485,6.473,0.465,0,0.00%,0.3838,0.9733,6.4729,0.6839,0.0,0.4839,medium,IAB9 - Gaming,,gaming,"young_adults, tech_enthusiasts, students",Hiszpańskie źródło informacji o grach wideo dla graczy szukających recenzji i nowości branży.
index,www.komputerswiat.pl,,Desktop,Web,DISPLAY,300x600,PL,1681,1133,1648,68.75%,0,0.00%,0.419006,0.249,0.370,0.000,0,0.00%,0.674,0.9804,0.3698,0.8339,0.0004,0.8339,low,IAB19 - Technology & Computing,,technology,"tech_enthusiasts, professionals, young_adults",Polski serwis tech; doskonały dla producentów sprzętu IT i aplikacji dla polskiej publiczności tech.
adxbr,calculoexato.com.br,,Desktop,Web,DISPLAY,728x90,BR,1666,1301,1585,82.08%,5,0.30%,0.618915,0.371,0.476,0.124,0,0.00%,0.7809,0.9514,0.4757,0.8861,0.0003,0.8861,low,IAB5 - Education,,education,"students, parents",Witryna edukacyjna przyciąga uczniów i studentów poszukujących pomocy w matematyce i naukach ścisłych.
rp,www.money.pl,,Mobile,Web,DISPLAY,336x280,PL,1665,1200,1634,73.44%,0,0.00%,1.173514,0.705,0.978,0.000,0,0.00%,0.7207,0.9814,0.9779,0.8579,0.0002,0.8579,low,IAB22 - Personal Finance,IAB12 - News & Politics,finance,"professionals, high_income",Serwis finansowy docierający do osób interesujących się inwestycjami i finansami.
mgid,clickpetroleoegas.com.br,,Mobile,Web,DISPLAY,320x100,BR,1659,500,1596,31.33%,2,0.12%,0.276812,0.167,0.554,0.138,0,0.00%,0.3014,0.962,0.5536,0.6376,0.0003,0.6376,medium,IAB21 - Real Estate,IAB8 - Finance,finance,"professionals, high_income",Serwis nieruchomości i energetyki skierowany do profesjonalistów i inwestorów.
sas,www.purepeople.com,,Desktop,Web,DISPLAY,300x600,FR,1648,553,1521,36.36%,2,0.12%,1.418866,0.861,2.566,0.709,0,0.00%,0.3356,0.9229,2.5658,0.6432,0.0001,0.6432,medium,IAB11 - Entertainment,,entertainment,"mass_reach, young_adults",Międzynarodowy serwis o celebrytach przyciąga młodą publiczność zainteresowaną pop-culturą.
appnexus,www.transfermarkt.co.uk,,Mobile,Web,DISPLAY,320x50,GB,1648,1473,1606,91.72%,2,0.12%,2.505942,1.521,1.701,1.253,0,0.00%,0.8938,0.9745,1.7013,0.9459,0.0001,0.9459,low,IAB17 - Sports,,sports,"mass_reach, young_adults, males","Portal piłkarski z szeroką bazą fanów, idealny dla reklam sportowych i brendów."
opera,elpais.com,,Mobile,Web,DISPLAY,320x100,BR,1641,1283,1606,79.89%,2,0.12%,1.938145,1.181,1.511,0.969,0,0.00%,0.7818,0.9787,1.5106,0.8888,0.0001,0.8888,low,IAB12 - News & Politics,,news,"mass_reach, professionals",Jeden z głównych portali prasowych w Hiszpanii z ogólnym zasięgiem do szerokiej publiczności.
adxtr,www.testlericoz.com,,Mobile,Web,DISPLAY,300x250,TR,1640,742,1575,47.11%,2,0.12%,0.380706,0.232,0.513,0.190,0,0.00%,0.4524,0.9604,0.5131,0.7157,0.0003,0.7157,low,IAB9 - Hobbies & Interests,,other,mass_reach,Portal rozrywkowy z testami i quizami dla użytkowników szukających interaktywnej rozrywki.
adxbr,www.gp1.com.br,,Mobile,Web,DISPLAY,300x600,BR,1627,962,1556,61.83%,1,0.06%,1.731616,1.064,1.800,1.732,0,0.00%,0.5913,0.9564,1.8,0.7873,0.0001,0.7873,low,IAB17 - Sports,,sports,"mass_reach, young_adults",Brazylijski serwis o Formule 1 przyciąga entuzjastów motoryzacji i motorsportu.
connectad,finanse.wp.pl,,Mobile,Web,DISPLAY,320x50,PL,1626,1493,1566,95.34%,8,0.49%,4.378738,2.693,2.933,0.547,0,0.00%,0.9182,0.9631,2.9328,0.9583,0.0001,0.9583,low,IAB13 - Finance,IAB12 - News & Politics,finance,"professionals, high_income",Polski portal finansowy dla profesjonalistów zainteresowanych rynkami i inwestycjami.
amazon,cultura.uol.com.br,,Mobile,Web,DISPLAY,300x250,BR,1626,1163,1593,73.01%,14,0.86%,2.735842,1.683,2.352,0.195,0,0.00%,0.7153,0.9797,2.3524,0.8549,0.0001,0.8549,low,IAB1 - Arts & Entertainment,IAB12 - News & Politics,entertainment,"mass_reach, young_adults","Portal kultury oferuje treści o sztuce, filmach i sprawach kulturalnych dla szerokiej publiczności."
inmobi,www.tumblr.com,,Mobile,Web,DISPLAY,300x600,MX,1624,283,1546,18.31%,1,0.06%,4.563327,2.810,16.125,4.563,0,0.00%,0.1743,0.952,16.1248,0.5675,0.0,0.5675,medium,IAB19 - Technology & Computing,IAB11 - Entertainment,entertainment,"young_adults, students, tech_enthusiasts","Platforma społecznościowa z młodą publicznością, idealna do kampanii skierowanych do gen Z."
rp,probuilds.net,,Desktop,Web,DISPLAY,300x250,MX,1623,1579,1621,97.41%,0,0.00%,7.026079,4.329,4.450,0.000,0,0.00%,0.9729,0.9988,4.4497,0.9865,0.0,0.9865,low,IAB10 - Games,IAB19 - Technology & Computing,gaming,"young_adults, tech_enthusiasts, students",Serwis poradnictwa do gry League of Legends dla graczy chcących ulepszyć swoje umiejętności.
adx,wyborcza.biz,,Desktop,Web,DISPLAY,300x250,PL,1623,1367,1608,85.01%,117,7.21%,58.297206,35.919,42.646,0.498,0,0.00%,0.8423,0.9908,42.6461,0.9204,0.0,0.9204,low,IAB13 - Business,IAB12 - News & Politics,news,"professionals, high_income",Biznesowa edycja Gazety Wyborczej dla przedsiębiorców i menedżerów.
appnexus,www.conjugacao.com.br,,Mobile,Web,DISPLAY,970x250,BR,1613,1510,1587,95.15%,5,0.31%,1.675850,1.039,1.110,0.335,0,0.00%,0.9361,0.9839,1.1098,0.9677,0.0001,0.9677,low,IAB5 - Education,,education,students,Narzędzie edukacyjne do nauki gramatyki i czasowników przyciągające uczniów i studentów nauki języka.
adxbr,magma.com,,Desktop,Web,DISPLAY,160x600,MX,1611,1554,1592,97.61%,3,0.19%,2.656647,1.649,1.710,0.886,0,0.00%,0.9646,0.9882,1.7096,0.9821,0.0001,0.9821,low,IAB14 - Entertainment,,entertainment,"mass_reach, young_adults",Serwis rozrywkowy z treściami multimedialnymi dla szerokiej publiki zainteresowanej zawartością liniową.
index,quizlet.com,,Desktop,Web,DISPLAY,300x250,GB,1610,1297,1604,80.86%,5,0.31%,1.402325,0.871,1.081,0.280,0,0.00%,0.8056,0.9963,1.0812,0.9024,0.0002,0.9024,low,IAB5 - Education,,education,"students, young_adults","Platforma edukacyjna dla uczniów i studentów, idealna dla wydawców i platform e-learningowych."
pubmatic,mixdeseries.com.br,,Mobile,Web,DISPLAY,970x250,BR,1608,1458,1579,92.34%,4,0.25%,1.977721,1.230,1.356,0.494,0,0.00%,0.9067,0.982,1.3565,0.9527,0.0001,0.9527,low,IAB14 - Entertainment,,entertainment,"mass_reach, young_adults","Serwis o serialach dociera do dużej, zaangażowanej widowności fanów."
onetag,www.90min.com,,Mobile,Web,DISPLAY,728x90,FR,1608,1138,1588,71.66%,2,0.12%,0.981584,0.610,0.863,0.491,0,0.00%,0.7077,0.9876,0.8626,0.8521,0.0002,0.8521,low,IAB17 - Sports,,sports,"young_adults, mass_reach","Portal sportowy, premium placement dla marek sportowych i automotive."
index,www.metacritic.com,,Desktop,Web,DISPLAY,728x90,GB,1607,931,1584,58.78%,60,3.73%,8.842377,5.502,9.498,0.147,0,0.00%,0.5793,0.9857,9.4977,0.7868,0.0,0.7868,low,IAB20 - Video Gaming,IAB11 - Entertainment,entertainment,"young_adults, tech_enthusiasts",Portal recenzji gier i filmów - idealne dla wydawców gier i studiów filmowych.
adyoulike,www.lettres-gratuites.com,,Desktop,Web,DISPLAY,500x120,FR,1606,0,0,0.00%,18,1.12%,6.262605,3.900,0.000,0.348,0,0.00%,0.0,0.0,,0.0,0.0,0.0,high,IAB19 - Technology & Computing,IAB5 - Education,education,"students, professionals, parents",Serwis szablonów listów dla studentów i pracowników - idealny dla sektora edukacyjnego i HR.
rp,www.letras.com,,Mobile,Web,DISPLAY,320x100,BR,1597,1480,1581,93.61%,2,0.13%,1.950572,1.221,1.318,0.975,0,0.00%,0.9267,0.99,1.318,0.963,0.0001,0.963,low,IAB19 - Technology & Computing,IAB3 - Music,entertainment,"mass_reach, young_adults","Serwis tekstów piosenek przyciąga muzykę-klientów i fandom, idealne dla brandów z młodym zasięgiem."
adxbr,www.baixaki.com.br,,Mobile,Web,DISPLAY,970x250,BR,1594,1282,1454,88.17%,4,0.25%,2.284021,1.433,1.782,0.571,0,0.00%,0.8043,0.9122,1.7816,0.897,0.0001,0.897,low,IAB19 - Technology & Computing,IAB18 - Shopping,technology,"mass_reach, students, tech_enthusiasts",Portal pobrań oprogramowania - duży zasięg wśród użytkowników tech i mobilnych.
pubmatic,outlook.live.com,,Desktop,Web,DISPLAY,728x90,BR,1594,1402,1572,89.19%,5,0.31%,1.902404,1.193,1.357,0.380,0,0.00%,0.8795,0.9862,1.3569,0.939,0.0001,0.939,low,IAB19 - Technology & Computing,,technology,"mass_reach, professionals, students",Platforma email i produktywności Microsoftu z zasięgiem do milionów użytkowników biznesowych i prywatnych.
pubmatic,www.olx.pl,,Desktop,Web,DISPLAY,728x90,PL,1573,119,1545,7.70%,0,0.00%,0.262617,0.167,2.207,0.000,0,0.00%,0.0757,0.9822,2.2069,0.5296,0.0001,0.5296,medium,IAB20 - Shopping,,shopping,"mass_reach, young_adults",Największy polski serwis ogłoszeń z ogromnym reach wśród kupujących i sprzedających.
pubmatic,www.o2.pl,,Mobile,Web,DISPLAY,300x250,NL,1564,1198,1531,78.25%,1,0.06%,1.560532,0.998,1.303,1.561,0,0.00%,0.766,0.9789,1.3026,0.8807,0.0001,0.8807,low,IAB19 - Technology & Computing,,technology,"mass_reach, young_adults, tech_enthusiasts",Portal telekomunikacyjny dla osób interesujących się mobilnością i technologią.
adxbr,mi.tv,,Mobile,Web,DISPLAY,336x280,BR,1560,955,1448,65.95%,6,0.38%,2.925905,1.876,3.064,0.488,0,0.00%,0.6122,0.9282,3.0638,0.7938,0.0001,0.7938,low,IAB14 - Entertainment,,entertainment,"mass_reach, young_adults","Platforma streamingu wideo dla widzów szukających filmów, seriali i treści rozrywkowych."
adxbr,23054079727.lakakids.com,,Mobile,Web,DISPLAY,336x280,BR,1558,1064,1395,76.27%,39,2.50%,5.692969,3.654,5.351,0.146,0,0.00%,0.6829,0.8954,5.3505,0.829,0.0,0.829,low,IAB19 - Technology & Computing,IAB9 - Hobbies & Interests,other,mass_reach,"Domena z numerycznym prefiksem, niejasne przeznaczenie, potencjalnie content farm."
rp,www.theguardian.com,,Desktop,Web,DISPLAY,728x90,BE,1556,1098,1539,71.35%,4,0.26%,3.813897,2.451,3.473,0.953,0,0.00%,0.7057,0.9891,3.4735,0.8513,0.0,0.8513,low,IAB12 - News & Politics,,news,"mass_reach, professionals, high_income",Prestiżowa gazeta dla inteligentnej publiczności szukającej pogłębionych analiz i dziennikarstwa śledczego.
sas,www.climatempo.com.br,,Desktop,Web,DISPLAY,728x90,BR,1556,947,1511,62.67%,15,0.96%,2.035307,1.308,2.149,0.136,0,0.00%,0.6086,0.9711,2.1492,0.7989,0.0001,0.7989,low,IAB9 - Hobbies & Interests,,other,mass_reach,Serwis pogodowy przyciągający szeroką publiczność codziennie poszukującą informacji o warunkach meteorologicznych.
adxbr,www.olx.com.br,,Mobile,Web,DISPLAY,970x90,BR,1554,1304,1531,85.17%,1,0.06%,2.672917,1.720,2.050,2.673,0,0.00%,0.8391,0.9852,2.0498,0.9184,0.0001,0.9184,low,IAB20 - Shopping,,shopping,"mass_reach, young_adults",Największy marketplace Brazylii z milionami użytkowników kupujących i sprzedających.
rp,df.olx.com.br,,Desktop,Web,DISPLAY,300x600,BR,1547,409,1522,26.87%,2,0.13%,0.072316,0.047,0.177,0.036,0,0.00%,0.2644,0.9838,0.1768,0.6262,0.0009,0.6262,medium,IAB22 - Shopping,,shopping,mass_reach,Lokalny serwis ogłoszeń OLX dla Dystryktu Federalnego przyciąga kupujących i sprzedających.
rp,www.lotodicas.com.br,,Mobile,Web,DISPLAY,970x250,BR,1547,1314,1452,90.50%,34,2.20%,2.592935,1.676,1.973,0.076,0,0.00%,0.8494,0.9386,1.9733,0.9218,0.0001,0.9218,low,IAB9 - Hobbies & Interests,,other,"mass_reach, young_adults",Serwis porad dla gier losowych - dostęp do zaangażowanej publiczności zainteresowanej hazardem.
prebid,ziare.com,,Mobile,Web,DISPLAY,336x280,RO,1545,1050,1529,68.67%,1,0.06%,0.396421,0.257,0.378,0.396,0,0.00%,0.6796,0.9896,0.3775,0.8381,0.0004,0.8381,low,IAB12 - News & Politics,IAB13 - Business,news,mass_reach,Portal wiadomości rumuńskich dla szerokie grona czytających prasę online.
appnexus,www.football365.com,,Desktop,Web,DISPLAY,300x600,GB,1542,958,1525,62.82%,1,0.06%,3.592398,2.330,3.750,3.592,0,0.00%,0.6213,0.989,3.7499,0.8086,0.0,0.8086,low,IAB17 - Sports,,sports,"mass_reach, young_adults","Portal piłkarski z najświeższymi wiadomościami, idealny dla marki sportowych i hazardu."
pubmatic,www.filmstarts.de,,Desktop,Web,DISPLAY,970x250,DE,1542,420,1500,28.00%,2,0.13%,2.479033,1.608,5.902,1.240,0,0.00%,0.2724,0.9728,5.9025,0.6264,0.0,0.6264,medium,IAB5 - Entertainment,IAB1 - Arts & Entertainment,entertainment,"mass_reach, young_adults","Portal filmowy dla graczy i cinemagoów, idealne dla reklam filmowych, streamingowych i entertainment."
onetag,www.vanityfair.it,,Desktop,Web,DISPLAY,970x250,IT,1542,837,1519,55.10%,4,0.26%,3.078365,1.996,3.678,0.770,0,0.00%,0.5428,0.9851,3.6779,0.7681,0.0,0.7681,low,IAB11 - Entertainment,IAB9 - Hobbies & Interests,entertainment,"high_income, young_adults","Magazyn lifestylowy premium, idealny dla marek luxury i wysokiej klasy konsumentów."
adx,www.okazii.ro,,Desktop,Web,DISPLAY,970x250,RO,1539,1028,1517,67.77%,0,0.00%,0.085381,0.055,0.083,0.000,0,0.00%,0.668,0.9857,0.0831,0.8317,0.002,0.8317,low,IAB20 - Shopping,,shopping,"mass_reach, young_adults",Portal aukcyjny/marketplace dla kupujących i sprzedających w Rumunii.
taboola,www.gazettelive.co.uk,,Mobile,Web,DISPLAY,300x250,GB,1539,1072,1511,70.95%,1,0.06%,3.508518,2.280,3.273,3.509,0,0.00%,0.6966,0.9818,3.2729,0.8457,0.0001,0.8457,low,IAB12 - News & Politics,,news,mass_reach,"Brytyjski portal informacyjny lokalny, doskonały do kampanii regionalnych i mainstream."
adxbr,ggame.wellgamego.com,,Mobile,Web,DISPLAY,300x600,BR,1534,1292,1523,84.83%,281,18.32%,36.096566,23.531,27.939,0.128,0,0.00%,0.8422,0.9928,27.9385,0.9205,0.0,0.9205,low,IAB9 - Gaming,,gaming,"young_adults, students, tech_enthusiasts","Platforma gamingowa przyciąga graczy szukających informacji, porad i społeczności wokół gier."
taboola,www.msn.com,,Desktop,Web,DISPLAY,500x120,FR,1533,0,0,0.00%,0,0.00%,0.858636,0.560,0.000,0.000,0,0.00%,0.0,0.0,,0.0,0.0,0.0,high,IAB12 - News & Politics,IAB14 - Entertainment,news,mass_reach,Globalny portal informacyjny z ogromnym zasięgiem i zaufaniem użytkowników.
rp,www.comprobarbonoloto.es,,Mobile,Web,DISPLAY,300x250,ES,1526,292,1461,19.99%,3,0.20%,2.560907,1.678,8.770,0.854,0,0.00%,0.1913,0.9574,8.7702,0.5786,0.0,0.5786,medium,IAB9 - Hobbies & Interests,IAB12 - News & Politics,other,mass_reach,Serwis informacji o loteriach i grach hazardowych przyciągający publiczność zainteresowaną sprawdzaniem wyników.
sovrn,www.itatiaia.com.br,,Mobile,Web,DISPLAY,320x480,BR,1526,1003,1478,67.86%,0,0.00%,2.093079,1.372,2.087,0.000,0,0.00%,0.6573,0.9685,2.0868,0.8236,0.0001,0.8236,low,IAB17 - Sports,IAB12 - News & Politics,sports,"mass_reach, young_adults",Brazylijska stacja sportowa; doskonała do docierania do fanów sportu i audiencji Brazylii.
adx,kultura.gazeta.pl,,Mobile,Web,VIDEO,1300x1280,PL,1525,1179,1395,84.52%,1,0.07%,9.308191,6.104,7.895,9.308,1153,75.61%,0.7731,0.9148,7.895,0.8473,0.0,0.88,low,IAB1 - Arts & Entertainment,IAB16 - Books & Literature,entertainment,"professionals, young_adults",Serwis kulturalny dla inteligencji zainteresowanej sztuką.
adx,pofta-buna.com,,Desktop,Web,DISPLAY,300x250,RO,1521,1041,1509,68.99%,0,0.00%,0.284725,0.187,0.274,0.000,0,0.00%,0.6844,0.9921,0.2735,0.841,0.0006,0.841,low,IAB11 - Food & Drink,IAB9 - Hobbies & Interests,lifestyle,"mass_reach, parents",Portal kulinarny i przepisów docierający do miłośników gotowania i kulinarnego eksperymentowania.
onetag,pronostics-turf.info,,Mobile,Web,DISPLAY,970x250,FR,1520,1403,1491,94.10%,0,0.00%,0.058928,0.039,0.042,0.000,0,0.00%,0.923,0.9809,0.042,0.9609,0.0039,0.9609,low,IAB17 - Sports,IAB9 - Hobbies & Interests,sports,"high_income, professionals",Serwis z prognozami na wyścigi konne docierający do zainteresowanej auditorii fanów sportu i hazardu.
adx,www.gandul.ro,,Mobile,Web,DISPLAY,336x280,RO,1520,952,1474,64.59%,0,0.00%,0.369084,0.243,0.388,0.000,0,0.00%,0.6263,0.9697,0.3877,0.8078,0.0004,0.8078,low,IAB12 - News & Politics,IAB5 - Entertainment,news,mass_reach,"Rumuński portal informacyjno-rozrywkowy z szerokim zasięgiem, idealny do kampanii mainstreamowych."
prebidserver,usfoodsearch.com,,Mobile,Web,DISPLAY,300x250,BR,1517,638,1438,44.37%,6,0.40%,0.080518,0.053,0.126,0.013,0,0.00%,0.4206,0.9479,0.1262,0.6958,0.0013,0.6958,medium,IAB5 - Food & Drink,,other,"mass_reach, high_income",Wyszukiwarka restauracji i porad kulinarnych dla konsumentów poszukujących miejsc posiłków w USA.
index,www.bankier.pl,,Desktop,Web,DISPLAY,970x250,PL,1516,879,1487,59.11%,0,0.00%,1.275732,0.842,1.451,0.000,0,0.00%,0.5798,0.9809,1.4513,0.786,0.0001,0.786,low,IAB13 - Personal Finance,IAB12 - News & Politics,finance,"professionals, high_income","Portal finansowy - idealne dla sektora bankowego, ubezpieczeń i inwestycji."
opera,www.investing.com,,Desktop,Web,DISPLAY,970x250,HU,1514,1041,1502,69.31%,8,0.53%,4.157695,2.746,3.994,0.520,0,0.00%,0.6876,0.9921,3.9939,0.8426,0.0,0.8426,low,IAB13 - Finance,IAB19 - Technology & Computing,finance,"professionals, high_income, tech_enthusiasts",Portal finansowy dla inwestorów i specjalistów; idealna baza dla reklam usług finansowych i aplikacji inwestycyjnych.
prebidserver,www.blikk.hu,,Mobile,Web,DISPLAY,300x600,HU,1506,1352,1489,90.80%,36,2.39%,15.364627,10.202,11.364,0.427,0,0.00%,0.8977,0.9887,11.3644,0.9484,0.0,0.9484,low,IAB12 - News & Politics,IAB1 - Arts & Entertainment,news,"mass_reach, young_adults",Węgierski portal tabloidowy - duża popularność wśród masowego odbiorcy zainteresowanego celebrytami.
index,www.liveworksheets.com,,Desktop,Web,DISPLAY,300x250,ES,1504,1407,1498,93.93%,3,0.20%,3.161269,2.102,2.247,1.054,0,0.00%,0.9355,0.996,2.2468,0.9677,0.0001,0.9677,low,IAB5 - Education,,education,"parents, students",Platforma edukacyjna z materiałami dla nauczycieli i uczniów - idealny placement dla branży edukacji.
